,ActSat Number Participation,ApCourse Participation,ApCourse Passed,Asian,"Black, non-Hispanic",FreeAnd Reduced PriceLunch,Hispanic,Id,Multiracial,Native American or Native Alaskan,Native Hawaiian or Other Pacific Islander,Percent Teachers InFirst SecondYear,Plan504,Sname,"White, non-Hispanic",Year,index
699,203,23.7,23,0.22,67.0,86.56,29.0,2016,2.44,0.22,0.0,11.6,0.3,"Crenshaw Science, Technology, Engineering, Math And Medicine Magnet",1.11,2016,
700,203,23.7,23,9.10931,9.10931,86.56,14.5749,7985,6.88259,0.404858,0.0,11.6,0.3,Crespi Carmelite High School,59.919,2016,
701,97,20,21,0.18,16.88,89.59,80.61,2167,0.9,0.0,0.36,25.6,0.5,David Starr Jordan Senior High School,1.08,2016,
702,97,20,21,9.48905,3.64964,89.59,12.4088,15612,0.0,0.0,2.18978,25.6,0.5,Delphi Academy Of Los Angeles,72.2628,2016,
703,0,20,21,0.0,22.73,85.45,71.82,25112,2.73,0.0,0.0,0,3.1,Dorothy V. Johnson Community Day School,2.73,2016,
704,153,55.2,370,31.43,5.72,80.8,59.26,2037,0.48,0.19,0.68,7.6,0.4,Downtown Business High School,2.23,2016,
705,153,55.2,370,0.0,28.5714,80.8,64.2857,8494,0.0,0.0,0.0,7.6,0.4,Dubnoff Center For Child Development,7.14286,2016,
706,369,66.6,492,28.73,1.6,57.34,56.96,2043,1.18,0.5,0.25,2,0.7,Eagle Rock High School,10.77,2016,
707,369,0,492,0.0,7.14,93.41,90.66,31126,1.1,0.0,0.55,2,0.7,Early College Academy-La Trade Tech College,0.55,2016,
708,369,0,492,12.2222,15.5556,93.41,52.2222,25961,0.0,0.0,0.0,2,0.7,East Beverly High School,20.0,2016,
709,58,21.5,23,0.52,1.31,91.1,95.29,25461,0.52,0.52,0.0,9.5,0,East Los Angeles Performing Arts Academy at Esteban E. Torres High No. 1,1.83,2016,
710,159,28.3,158,8.76,2.26,88.35,86.81,24704,0.99,0.0,0.27,2.8,0.1,Edward R. Roybal Learning Center,0.9,2016,
711,4,28.3,158,0.0,60.95,68.57,34.29,2055,3.81,0.0,0.0,0,1.9,Ellington (Duke) High (Continuation) School,0.95,2016,
712,4,28.3,158,12.5,6.25,68.57,6.25,24240,0.0,0.0,0.0,0,1.9,Emerson Academy For Arts And Sciences,75.0,2016,
713,324,20.6,292,18.76,17.05,76.5,54.71,2068,1.32,0.2,0.15,2.1,0.2,Fairfax Senior High School,7.82,2016,
714,324,20.6,292,32.0442,9.02394,76.5,16.3904,15098,9.94475,0.184162,19.2449,2.1,0.2,Faith Baptist School,13.1676,2016,
715,324,20.6,292,0.0,97.7273,76.5,2.27273,24251,0.0,0.0,0.0,2.1,0.2,Family Gathering Basic Christian Educ Prep School,0.0,2016,
716,37,16.7,24,0.44,0.99,89.27,96.39,25177,1.1,0.44,0.0,0,1.1,Felicitas And Gonzalo Mendez High,0.66,2016,
717,145,65.2,104,0.36,17.32,86.77,81.6,2086,0.41,0.05,0.0,1.3,0.1,Foshay Learning Center,0.26,2016,
718,312,45,651,12.56,1.62,80.83,79.59,1942,0.16,0.11,0.11,0,0.5,Francisco Bravo Medical Magnet High School,5.85,2016,
719,0,45,651,6.25,7.81,86.72,83.59,12467,0.0,0.0,0.0,0,0,Frank Lanterman School,2.34,2016,
720,9,45,651,0.67,4.67,93.33,94.0,17055,0.67,0.0,0.0,0,0,Frida Kahlo High School,0.0,2016,
721,214,16.9,32,0.42,44.93,87.88,52.04,2475,0.94,0.21,0.31,3.1,0.4,George Washington Preparatory High School,1.15,2016,
722,7,0.6,32,0.0,10.53,76.84,85.26,13941,1.05,0.0,0.0,0,1.1,Harold McAlister High (Opportunity) School,3.16,2016,
723,4,0.6,32,4.83,0.69,78.62,92.41,2270,1.38,0.0,0.0,0,0,Harris Newmark Continuation School,0.69,2016,
724,4,0.6,32,40.0,10.0,78.62,45.0,9704,0.0,0.0,0.0,0,0,Harvest Christian Academy-Pent,5.0,2016,
725,0,1.8,32,0.0,2.04,85.71,97.96,2143,0.0,0.0,0.0,0,0,Highland Park Continuation School,0.0,2016,
726,0,27.7,3,0.29,0.58,89.18,95.03,27006,0.0,0.88,0.0,0,0,"Hilda L. Solis Learning Academy School Of Technology, Business And Education",3.22,2016,
727,156,40.1,148,5.75,11.09,82.89,69.71,2148,0.88,0.07,0.34,0,0.2,Hollywood Senior High School,12.17,2016,
728,156,40.1,148,0.0,0.0,82.89,0.0,9710,1.40845,0.0,0.0,0,0.2,Holy Martyrs Armenian High School-Ferrahian,98.5916,2016,
729,156,0,148,0.15,95.41,67.58,3.52,12641,0.0,0.46,0.31,0,0.2,ICEF View Park Preparatory Accelerated Charter High School,0.15,2016,
730,156,0,148,14.6589,8.99855,67.58,20.6096,10851,9.72424,0.0,5.95065,0,0.2,Immaculate Heart High And Middle School,40.0581,2016,
731,327,21.5,315,0.32,0.59,88.16,98.46,2099,0.2,0.04,0.04,8.5,0.2,James A. Garfield Senior High School,0.36,2016,
732,0,21.5,315,5.17,32.76,53.45,46.55,12430,0.0,0.0,0.0,0,0,James J. Mcbride Special Education Center,15.52,2016,
733,366,19.5,135,0.1,9.35,91.1,89.16,2090,0.2,0.2,0.0,28.5,0.2,John C. Fremont Senior High School,1.0,2016,
734,2,19.5,135,0.0,17.57,85.14,81.08,2153,0.0,0.0,0.0,0,0,John Hope Continuation School,1.35,2016,
735,347,39.1,772,23.63,1.5,71.88,59.19,2228,1.28,0.26,0.43,0,0.2,John Marshall Senior High School,13.72,2016,
736,0,0.9,772,6.52,16.09,65.65,73.91,12303,0.43,0.0,0.43,4.3,0,Joseph Pomeroy Widney High School,2.61,2016,
737,0,0.9,772,9.43396,15.0943,65.65,47.1698,8478,0.0,0.0,0.0,4.3,0,Junior Blind Of America,28.3019,2016,
738,236,45.8,295,0.51,42.29,88.66,55.73,2174,0.64,0.19,0.06,1.5,0.2,King/Drew Medical Magnet High School,0.57,2016,
739,236,0,295,0.79,0.79,98.69,96.34,14939,1.83,0.0,0.0,1.5,0.2,Los Angeles Academy Of Arts & Enterprise Charter,0.26,2016,
740,207,89.6,872,20.57,17.72,54.73,31.37,10955,1.82,0.73,0.24,0,1.2,Los Angeles Center For Enriched Studies,27.55,2016,
741,207,89.6,872,5.26316,52.6316,54.73,29.8246,12802,10.5263,0.0,0.0,0,1.2,Los Angeles Computer Science Academy,1.75439,2016,
742,207,89.6,872,0.877193,0.0,54.73,0.0,24369,0.877193,0.0,0.0,0,1.2,Los Angeles Hebrew High School,98.2456,2016,
743,75,22,1,1.74,2.17,75.22,94.35,25012,0.43,0.43,0.0,100,0,Los Angeles International Charter High School,0.87,2016,
744,75,29.6,28,3.72,0.19,87.73,90.89,12157,2.6,0.74,0.19,100,0,Los Angeles Leadership Academy,1.67,2016,
745,182,16.1,104,6.74,13.04,86.45,77.9,2210,0.43,0.43,0.14,1,0.4,Los Angeles Senior High School,1.3,2016,
746,182,16.1,104,8.57988,3.25444,86.45,18.3432,8021,0.0,0.0,4.43787,1,0.4,Louisville High School,65.3846,2016,
747,182,16.1,104,8.9372,1.61031,86.45,6.92432,8064,1.44928,0.0,0.241546,1,0.4,Loyola High School Of Los Angeles,80.8374,2016,
748,182,16.1,104,0.0,0.0,86.45,100.0,32085,0.0,0.0,0.0,1,0.4,Lynwood Community Day,0.0,2016,
749,189,32.3,91,0.17,7.44,93.84,91.67,2641,0.0,0.0,0.21,5.6,0,Lynwood High School,0.51,2016,
750,191,10.6,103,0.11,4.64,86.84,94.21,13799,0.05,0.0,0.38,2.8,0,Marco Antonio Firebaugh High School,0.6,2016,
751,2,0,103,0.0,11.11,73.89,87.22,17441,0.0,0.0,0.56,0,0,Pathway Independent Study School,1.11,2016,
752,220,50.8,367,3.16,1.81,11.57,12.21,2925,4.16,0.36,0.45,2.6,4.7,Malibu High School,77.85,2016,
753,220,50.8,367,0.0,9.09091,11.57,0.0,30690,0.0,0.0,0.0,2.6,4.7,Mckinna Learning Center,90.9091,2016,
754,220,50.8,367,10.5263,13.1579,11.57,10.5263,25936,7.89474,2.63158,2.63158,2.6,4.7,Beach Cities Learning Center,52.6316,2016,
755,445,44.7,1339,10.05,5.5,5.5,15.39,2652,10.79,0.04,0.25,3.3,3.5,Mira Costa High School,57.98,2016,
756,137,24.3,136,0.29,0.0,88.6,98.91,14527,0.0,0.07,0.0,2,0.2,Maywood Academy High,0.73,2016,
757,137,24.3,136,0.0,0.0,88.6,100.0,8504,0.0,0.0,0.0,2,0.2,Maywood Christian School,0.0,2016,
758,137,24.3,136,16.6667,0.0,88.6,50.0,9183,0.0,0.0,0.0,2,0.2,Calvary Road Baptist Academy,33.3333,2016,
759,65,24.3,136,0.91,7.27,70.0,85.45,2674,0.0,1.82,0.0,0,2.9,Canyon Oaks High School,4.55,2016,
760,65,24.3,136,13.4615,3.84615,70.0,6.25,16022,12.0192,0.0,0.0,0,2.9,Excellence In Education Academy,64.4231,2016,
761,1700,45.9,637,6.01,9.32,48.96,59.57,2688,1.85,0.51,0.11,0,2.1,Monrovia High School,22.63,2016,
762,88,3.8,637,2.82,11.27,54.93,52.11,11746,4.23,1.41,0.0,0,2,Mountain Park School,28.17,2016,
763,88,0,637,2.19,4.66,80.0,80.27,31180,3.84,1.37,0.0,0,2,Opportunities For Learning - Duarte,7.67,2016,
764,88,0,637,1.24,0.53,83.54,92.74,25714,1.06,0.18,0.0,0,2,Applied Technology Center,4.25,2016,
765,88,0,637,24.7803,1.05448,83.54,67.8383,8046,2.81195,0.175747,0.0,0,2,Cantwell--Sacred Heart of Mary High School,3.33919,2016,
766,88,0,637,0.0,0.0,83.54,100.0,24273,0.0,0.0,0.0,0,2,Grace Baptist Academy,0.0,2016,
767,31,0,637,0.0,0.0,55.71,98.57,13778,0.0,0.0,0.0,0,0,Montebello Community Day School,1.43,2016,
768,784,15.2,196,1.24,0.55,87.05,95.32,2690,0.22,0.18,0.07,0,0,Montebello High School,2.41,2016,
769,784,28.3,523,8.36,0.35,80.96,88.97,2697,0.53,0.04,0.14,0,0,Schurr High School,1.62,2016,
770,274,28.3,523,0.59,0.88,81.52,97.65,2700,0.0,0.0,0.0,0,0,Vail High (Continuation) School,0.88,2016,
771,0,28.3,523,1.89,7.55,97.17,83.96,14556,0.94,0.94,0.94,0,0,East Los Angeles Community Day School,3.77,2016,
772,99,19.8,80,3.72,1.17,81.17,90.9,2724,0.97,0.14,0.69,5.1,0.1,John H. Glenn High School,2.41,2016,
773,99,19.8,80,6.38298,6.38298,81.17,80.8511,10296,0.0,0.0,4.25532,5.1,0.1,New Harvest Christian,2.12766,2016,
774,302,33.6,303,5.24,3.05,83.27,86.51,2736,0.75,0.25,0.45,3.2,0.3,Norwalk High School,3.75,2016,
775,0,0.1,303,0.6,16.57,83.86,63.71,16891,0.34,1.54,0.26,0,0.8,Antelope Valley Learning Academy,16.99,2016,
776,0,0,303,2.23,18.28,89.15,71.92,11968,1.04,0.45,0.0,25,0,Guidance Charter School,6.09,2016,
777,355,19.7,239,5.42,15.46,58.58,59.43,1458,3.1,0.65,0.17,3.2,0.5,Highland High School,15.76,2016,
778,355,44,16,2.86,7.47,81.73,78.51,27023,1.29,0.55,0.46,3.2,0.5,Palmdale Aerospace Academy,8.86,2016,
779,244,12.5,96,1.12,16.11,78.57,74.14,1461,2.53,0.3,0.0,3.3,0.3,Palmdale High School,5.8,2016,
780,0,12.5,96,0.43,16.67,63.96,73.22,12323,1.99,0.43,0.57,0,0,R. Rex Parris High School,6.7,2016,
781,375,24.1,496,2.03,14.85,73.92,76.05,12318,1.73,0.24,0.14,10.9,0.4,William J. (Pete) Knight High School,4.97,2016,
782,606,47.1,837,15.44,2.45,2.21,10.96,12166,3.21,0.12,0.23,0,5.7,Palos Verdes High School,67.6,2016,
783,354,20.3,296,1.48,8.16,91.24,87.76,2772,0.73,0.02,0.83,6.4,0.1,Paramount High School,1.02,2016,
784,0,20.3,296,0.0,20.83,91.67,75.0,14547,0.0,0.0,4.17,0,0,Paramount Unified Community Day School,0.0,2016,
785,0,20.3,296,0.0,0.0,91.67,0.0,25930,0.0,0.0,0.0,0,0,Agbu Vatche And Tamar Manoukian High School,100.0,2016,
786,81,19.5,64,9.25,15.07,66.63,62.47,2778,2.7,0.21,0.31,17.9,0,Blair High School,9.98,2016,
787,0,1,64,3.3,5.66,45.28,75.0,24737,1.42,0.0,0.47,0,0.6,Cis Academy,14.15,2016,
788,0,1,64,93.2039,0.970874,45.28,2.91262,16023,0.0,0.0,0.0,0,0.6,Excelsior School,2.91262,2016,
789,0,1,64,2.15054,2.15054,45.28,0.0,25967,1.07527,0.0,2.15054,0,0.6,Free World U,92.4731,2016,
790,0,1,64,2.97619,8.33333,45.28,80.3571,9951,0.0,0.0,0.0,0,0.6,"Institute For The Redesign Of Learning, Almansor Academy",8.33333,2016,
791,177,25.1,54,1.22,25.61,76.39,70.73,2794,0.67,0.11,0.0,36,0.4,John Muir High School,1.66,2016,
792,177,25.1,54,34.8066,8.83978,76.39,10.4972,15234,7.73481,0.0,1.65746,36,0.4,Judson International School,36.4641,2016,
793,177,25.1,54,9.67742,6.298,76.39,21.8126,8045,15.9754,0.0,6.298,36,0.4,La Salle High School,39.9386,2016,
794,8,0,54,0.72,16.3,91.3,78.99,24789,1.09,0.36,0.0,28.6,0.6,Learning Works School,2.54,2016,
795,8,0,54,35.4599,10.2374,91.3,8.75371,15266,7.71513,0.0,0.0,28.6,0.6,Maranatha High School,37.8338,2016,
796,280,48.5,334,5.48,9.18,63.27,61.95,2793,4.16,0.05,0.2,10.5,0.2,Marshall Fundamental School,18.98,2016,
797,280,48.5,334,6.3253,3.31325,63.27,23.1928,8016,24.3976,0.0,0.0,10.5,0.2,Mayfield Senior School Of The Holy Child Jesus,42.7711,2016,
798,280,48.5,334,16.67,0.0,50.0,33.33,32096,16.67,0.0,0.0,10.5,0.2,Method Schools High,33.33,2016,
799,280,1.5,14,3.21,6.99,77.64,68.97,11948,4.33,0.63,0.91,10.5,0.2,Opportunities For Learning - Baldwin Park,14.95,2016,
800,280,1.5,14,14.2191,3.9627,77.64,8.04196,8697,17.4825,6.29371,0.11655,10.5,0.2,Polytechnic School,49.8834,2016,
801,0,1.5,14,0.38,13.58,49.43,80.38,2798,1.51,0.0,0.0,11.1,0,Rose City High (Continuation) School,4.15,2016,
802,272,39.1,805,38.94,2.55,15.45,24.74,2937,3.93,0.52,0.13,3.6,2,South Pasadena Senior High School,29.19,2016,
803,272,39.1,805,27.5362,10.1449,15.45,36.2319,8910,7.24638,0.0,2.89855,3.6,2,Villa Esperanza Services School,15.942,2016,
804,272,39.1,805,17.9283,1.99203,15.45,6.1753,8686,18.1275,0.199203,0.398406,3.6,2,Westridge School,55.1793,2016,
805,272,39.1,805,0.0,0.0,15.45,1.64835,8513,0.0,0.0,0.0,3.6,2,Armenian Mesrobian,98.3516,2016,
806,370,30.9,392,0.76,0.15,74.31,97.8,1694,0.04,0.11,0.0,0,0.7,El Rancho High School,1.14,2016,
807,0,0.6,392,0.53,0.53,65.79,97.37,1704,0.53,0.0,0.0,0,1.8,Ruben Salazar Continuation School,1.05,2016,
808,423,27.6,383,13.93,8.03,54.25,64.17,2812,1.65,0.12,0.47,5.8,0.4,Diamond Ranch High School,11.63,2016,
809,0,32.3,14,2.18,1.26,90.59,94.49,2814,0.23,0.23,0.0,14.6,0.3,Fremont Academy Of Engineering And Design,1.61,2016,
810,154,18.1,83,2.08,3.21,88.01,92.63,2815,0.47,0.09,0.19,3.7,0.1,Ganesha High School,1.32,2016,
811,171,19,150,3.46,2.58,87.75,92.2,2816,0.22,0.22,0.05,0,0,Garey High School,1.26,2016,
812,145,2.5,150,19.0,3.05,26.7,61.65,1585,3.23,0.18,0.18,12.5,0.8,International Polytechnic High School,12.72,2016,
813,0,30.8,13,3.21,5.73,88.3,88.07,2828,0.92,0.0,0.46,9.5,0.5,Palomares Academy Of Health Science,1.61,2016,
814,0,1.4,13,2.97,5.08,81.36,89.41,2829,0.85,0.0,0.0,0,1.8,Park West High (Continuation) School,1.69,2016,
815,0,20,13,0.0,17.65,82.35,82.35,10967,0.0,0.0,0.0,0,0,Pomona Alternative School,0.0,2016,
816,0,20,13,12.5,1.92308,82.35,66.9872,7951,0.0,0.961538,0.641026,0,0,Pomona Catholic Girls High School,16.9872,2016,
817,228,26.3,115,0.97,10.22,85.75,85.22,2831,0.97,0.07,0.07,100,0.1,Pomona High School,2.46,2016,
818,54,15.7,14,1.91,5.05,77.49,75.03,12534,4.09,0.55,0.55,18.2,0,School Of Arts And Enterprise,12.82,2016,
819,2,0,14,0.75,3.01,71.05,88.35,17472,6.77,0.0,0.38,0,0,School Of Extended Educational Options,0.75,2016,
820,105,32.1,40,4.31,1.85,89.23,91.69,11971,0.62,0.0,0.0,15.8,0,Village Academy High School At Indian Hill,1.54,2016,
821,2,32.1,40,0.0,12.5,62.5,50.0,24642,0.0,0.0,0.0,0,0,Redondo Beach Learning Academy,37.5,2016,
822,269,39,1118,12.67,8.86,19.96,24.07,2865,5.48,0.47,1.27,1.1,2.3,Redondo Union High School,47.19,2016,
823,937,58.9,2216,40.45,3.26,3.77,10.08,2848,4.05,0.2,0.12,6.1,2.5,Palos Verdes Peninsula High School,41.84,2016,
824,4,5.1,2216,9.72,5.56,15.28,22.22,2851,1.39,1.39,0.0,20.6,5,Rancho Del Mar High (Continuation) School,59.72,2016,
825,4,5.1,2216,12.1827,0.761421,15.28,71.8274,8015,7.61421,0.0,0.0,20.6,5,Don Bosco Technical Institute,7.61421,2016,
826,653,39.3,492,49.58,0.33,85.37,46.87,1731,1.16,0.11,0.06,23.2,0.2,Rosemead High School,1.88,2016,
827,653,39.3,492,2.43902,16.2602,85.37,56.0976,15720,0.0,0.0,0.0,23.2,0.2,Canyon View School,25.2033,2016,
828,2,39.3,492,0.0,14.94,68.97,55.17,1527,2.3,0.0,0.0,8.8,1.6,Chaparral High (Continuation) School,27.59,2016,
829,154,24.2,236,10.37,2.57,32.87,50.22,1536,8.31,0.15,0.22,9.9,1.5,San Dimas High School,28.16,2016,
830,2,0,236,3.7,14.81,88.89,40.74,10933,11.11,0.0,0.0,0,0,Vista (Alternative) School,29.63,2016,
831,2,30.4,9,1.26,1.68,83.44,94.34,25734,0.42,0.0,0.0,0,0,Academy of Scientific Exploration (ASE),2.31,2016,
832,0,30.4,9,0.0,0.0,90.16,98.36,2246,0.0,0.0,0.0,0,0,Mission Continuation School,1.64,2016,
833,290,18.8,237,0.77,0.77,89.51,95.54,2366,0.72,0.5,0.0,3.9,0.6,San Fernando Senior High School,1.71,2016,
834,290,29.9,74,0.39,0.53,97.88,98.55,2452,0.07,0.0,0.0,3.9,0.6,Vaughn Next Century Learning Center,0.46,2016,
835,0,29.9,74,14.55,1.82,81.82,69.09,2907,3.64,1.82,0.0,0,0,Del Mar High School,9.09,2016,
836,284,42.1,697,58.74,1.1,53.83,33.09,2909,1.21,0.28,0.22,5.8,0.6,Gabrielino High School,5.35,2016,
837,284,0.4,697,2.75,5.24,74.62,66.73,10977,3.55,0.44,0.18,5.8,0.6,Options for Youth San Gabriel School,21.12,2016,
838,284,0.4,697,49.7967,2.03252,74.62,29.878,8987,10.1626,0.0,0.0,5.8,0.6,San Gabriel Academy,8.13008,2016,
839,593,33.8,591,59.3,0.53,78.25,36.71,14099,1.82,0.4,0.09,7.1,0.3,San Gabriel High School,1.15,2016,
840,593,33.8,591,11.811,0.787402,78.25,82.2835,8070,1.9685,0.393701,1.5748,7.1,0.3,San Gabriel Mission High School,1.1811,2016,
841,324,50.9,828,61.08,0.92,3.67,8.0,2917,3.08,0.0,0.42,19.9,0.4,San Marino High School,26.5,2016,
842,324,50.9,828,41.5584,11.039,3.67,14.2857,8512,1.94805,1.2987,0.649351,19.9,0.4,Southwestern Academy,29.2208,2016,
843,92,1.6,828,30.63,2.03,7.85,22.78,11752,5.06,0.0,0.0,0,2.6,Academy Of The Canyons,39.49,2016,
844,6,0.2,828,2.19,4.98,40.04,63.55,3051,3.19,0.0,0.4,5,1.6,Bowman (Jereann) High (Continuation) School,25.7,2016,
845,293,28.7,587,10.9,8.13,38.14,54.34,14320,4.46,0.19,0.14,5.7,1.6,Golden Valley High School,21.84,2016,
846,0,0,587,1.08,13.21,85.51,72.11,17519,3.24,0.38,0.25,11.1,0.5,Mission View Public School,9.72,2016,
847,0,0,587,11.3379,5.66893,85.51,10.2041,9478,0.0,1.81406,1.13379,11.1,0.5,Santa Clarita Christian,69.8413,2016,
848,0,2.9,587,4.08,4.08,46.94,26.53,17034,8.16,0.0,0.0,0,0,Sequoia Charter School,57.14,2016,
849,448,29.7,408,1.67,1.38,72.07,90.06,3064,1.09,0.25,0.13,2.1,0.1,Santa Fe High School,5.43,2016,
850,448,29.7,408,18.9313,1.52672,72.07,54.6565,7958,18.3206,0.0,0.610687,2.1,0.1,St. Paul High School,5.9542,2016,
851,448,29.7,408,5.55556,5.55556,72.07,18.5185,25934,0.0,0.0,0.0,2.1,0.1,Arete Preparatory Academy,70.3704,2016,
852,448,29.7,408,4.8552,7.41056,72.07,6.21806,10850,21.9762,0.0,0.0,2.1,0.1,Crossroads School For Arts And Sciences,59.54,2016,
853,448,29.7,408,24.5283,11.3208,72.07,26.4151,9749,5.66038,0.0,1.88679,2.1,0.1,Lighthouse Christian Academy,30.1887,2016,
854,0,29.7,408,0.0,9.89,49.45,59.34,2928,3.3,0.0,0.0,7.8,6.7,Olympic High (Continuation) School,27.47,2016,
855,0,29.7,408,10.8787,12.9707,49.45,17.1548,8651,2.92887,0.0,0.0,7.8,6.7,Pacifica Christian High School,56.0669,2016,
856,0,29.7,408,7.01754,17.154,49.45,43.4698,7945,0.389864,0.584795,3.7037,7.8,6.7,Saint Monica Catholic High School,27.6803,2016,
857,482,39,1326,8.0,9.42,28.68,36.31,2932,7.73,0.14,0.14,8.2,5.8,Santa Monica High School,38.27,2016,
858,482,39,1326,13.8889,1.11111,28.68,37.2222,7943,16.6667,0.555556,2.22222,8.2,5.8,Alverno Heights Academy,28.3333,2016,
859,58,37.1,48,0.23,0.35,90.15,98.84,13662,0.12,0.0,0.0,0,0.5,International Studies Learning Center At Legacy High School Complex,0.46,2016,
860,2,37.1,48,0.0,0.0,91.67,98.96,2287,1.04,0.0,0.0,0,0,Odyssey Continuation School,0.0,2016,
861,0,37.1,48,0.0,5.94,83.17,94.06,2350,0.0,0.0,0.0,0,5.9,Simon Rodia Continuation School,0.0,2016,
862,314,27,278,0.05,1.57,89.03,97.43,14526,0.14,0.33,0.0,7.1,0.2,South East High School,0.48,2016,
863,428,21.4,304,0.24,1.04,88.3,97.81,2359,0.35,0.21,0.03,0.8,0.3,South Gate Senior High School,0.31,2016,
864,0,21.4,304,23.08,2.56,58.97,53.85,2959,2.56,0.0,0.0,0,2.8,Dr. Doug Sears Learning Center,17.95,2016,
865,528,31.2,833,68.83,0.53,36.95,18.3,2960,2.12,0.14,0.14,2.2,1.1,Temple City High School,9.92,2016,
866,528,31.2,833,17.9104,19.403,36.95,11.9403,25932,0.0,0.0,1.49254,2.2,1.1,Ambassador High School,49.2537,2016,
867,528,31.2,833,4.54545,18.1818,36.95,27.2727,15987,0.0,0.0,0.0,2.2,1.1,"Center For Learning Unlimited, The",50.0,2016,
868,0,31.2,833,6.67,6.67,53.33,40.0,14941,6.67,0.0,0.0,0,6.9,Gene Drevno Community Day School,40.0,2016,
869,424,27.2,394,29.35,8.73,45.34,40.4,2977,6.94,0.26,0.95,1.4,1.9,North High School,13.36,2016,
870,0,27.2,394,11.84,3.95,57.24,52.63,2981,6.58,0.66,1.32,0,2.1,Shery (Kurt T.) High (Continuation) School,23.03,2016,
871,0,27.2,394,23.9766,30.4094,57.24,14.6199,9052,7.60234,0.0,3.50877,0,2.1,South Bay Junior Academy,19.883,2016,
872,473,35.1,773,34.17,2.42,16.11,15.55,2982,7.77,0.33,0.47,3.6,1,South High School,39.29,2016,
873,473,35.1,773,6.17284,25.9259,16.11,35.8025,8461,0.0,0.0,1.23457,3.6,1,Switzer Learning Center,30.8642,2016,
874,376,22.7,351,30.37,3.81,35.2,38.53,2984,7.24,0.39,0.72,4.3,1.3,Torrance High School,18.93,2016,
875,555,26.3,654,42.06,3.71,21.99,18.62,2988,8.04,0.19,0.34,0.9,1.5,West High School,27.05,2016,
876,0,26.3,654,21.88,3.13,43.75,56.25,2996,6.25,0.0,0.0,0,4.3,Ron Hockwalt Academies (Continuation) School,12.5,2016,
877,552,41.2,1434,63.14,1.98,15.85,25.61,3006,1.12,0.15,0.52,3.4,0.7,Walnut High School,7.48,2016,
878,552,41.2,1434,0.0,0.0,15.85,0.0,23834,0.0,0.0,0.0,3.4,0.7,Bnos Devorah High School,100.0,2016,
879,552,40,21,19.73,4.99,39.26,30.62,14718,8.43,0.07,0.28,3.4,0.7,Larchmont Charter School,35.88,2016,
880,552,40,21,12.5,10.7143,39.26,22.3214,16110,19.6429,0.0,0.0,3.4,0.7,Pacific Hills School,34.8214,2016,
881,2,1.8,21,2.2,19.78,64.84,70.33,14206,0.0,0.0,0.0,0,2,West Hollywood Opportunity School,7.69,2016,
882,0,0,21,1.0,3.0,22.0,17.5,25238,3.5,0.5,0.0,36.4,1.3,River Oaks Academy,74.5,2016,
883,383,52.4,1879,14.68,2.53,15.19,20.04,7602,3.84,0.38,0.38,6.5,2.5,Westlake High School,58.14,2016,
884,373,24.4,346,2.23,0.39,72.05,89.11,3060,0.46,0.14,0.32,3.9,0.2,California High School,7.34,2016,
885,373,24.4,346,3.33333,0.0,72.05,60.0,17166,0.0,0.0,0.0,3.9,0.2,Calvary Chapel Christian School Of Whittier,36.6667,2016,
886,0,24.4,346,1.32,2.96,72.7,84.87,2719,2.3,0.0,0.99,0,2,El Camino High (Continuation) School,7.57,2016,
887,0,24.4,346,0.0,0.0,72.7,85.0,13347,0.0,0.0,5.0,0,2,Family Life Center Christian Academy,10.0,2016,
888,364,36.4,743,3.88,1.13,44.64,77.2,3062,0.21,0.18,0.14,0,0.5,La Serna High School,17.27,2016,
889,239,23.9,189,0.9,0.76,85.34,94.19,3063,1.31,0.21,0.07,5.3,0.5,Pioneer High School,2.56,2016,
890,239,23.9,189,33.737,1.21107,85.34,26.4706,9159,4.84429,0.0,0.346021,5.3,0.5,Whittier Christian High School,33.391,2016,
891,239,23.9,189,4.34783,1.24224,85.34,57.1429,10699,7.45342,1.24224,0.0,5.3,0.5,Whittier Christian Schools - Satellite,28.5714,2016,
892,326,22.6,226,0.67,0.43,74.54,92.51,3065,0.38,0.34,0.05,2.2,0.1,Whittier High School,5.62,2016,
893,0,22.6,226,0.0,0.0,58.33,41.67,17070,0.0,0.0,0.0,0,0,Centennial Independent Study School,58.33,2016,
894,0,22.6,226,0.0,0.0,42.86,57.14,25233,0.0,14.29,0.0,0,0,Children's Hospital Of Central California,28.57,2016,
895,0,22.6,226,0.0,0.66,96.05,96.05,25226,0.0,0.0,0.0,0,1.9,Eastin-Arcola High School,3.29,2016,
896,0,2.4,226,0.0,3.39,96.61,93.22,14549,0.0,0.0,0.0,25,0,Enterprise Secondary School,3.39,2016,
897,0,0.8,226,1.54,1.54,84.62,80.77,10978,0.0,0.77,0.0,0,2.1,Furman (Duane E.) High (Independent Study Program) School,15.38,2016,
898,0,0.8,226,0.61,3.64,49.39,68.79,12482,2.73,0.61,0.3,0,0,Gould Educational Center,23.33,2016,
899,81,20,60,2.04,1.36,28.86,34.8,12171,1.02,1.19,0.0,15.1,3.3,Liberty High School,59.59,2016,
900,0,0,60,0.78,1.3,90.89,85.16,24715,2.08,1.04,0.0,0,0,Madera County Independent Academy,9.64,2016,
901,8,13.5,134,2.85,1.87,74.71,82.19,3160,0.89,0.28,0.14,0,2.1,Madera High School,11.78,2016,
