,ActSat Number Participation,ApCourse Participation,ApCourse Passed,Asian,"Black, non-Hispanic",FreeAnd Reduced PriceLunch,Hispanic,Id,Multiracial,Native American or Native Alaskan,Native Hawaiian or Other Pacific Islander,Percent Teachers InFirst SecondYear,Plan504,Sname,"White, non-Hispanic",Year,index
1316,460,32.3,509,2.95,6.2,51.97,57.03,4476,1.79,0.47,0.4,2.1,0.5,Polytechnic High School,31.16,2016,
1317,358,19,179,2.07,4.93,79.89,76.36,4478,1.6,0.28,0.23,7.4,0.1,Ramona High School,14.52,2016,
1318,358,19,179,16.9884,7.72201,79.89,13.8996,8484,22.7799,1.1583,0.0,7.4,0.1,Riverside Christian Schools,37.4517,2016,
1319,4,19,179,0.89,10.36,86.69,73.08,14098,2.37,0.59,0.89,3.5,0,Riverside County Community School,11.83,2016,
1320,4,0,179,18.89,5.89,26.69,26.52,27053,5.55,0.35,1.21,3.5,0,Riverside Stem Academy,41.59,2016,
1321,97,0,179,1.15,8.05,31.03,43.68,17661,2.3,1.15,0.0,0,0,Riverside Virtual,43.68,2016,
1322,97,0,179,0.0,33.8462,31.03,35.3846,10123,10.7692,3.07692,0.0,0,0,Somerset Educational Services School,16.9231,2016,
1323,97,0,179,0.0,22.6415,31.03,45.283,26169,1.88679,0.0,0.0,0,0,Starting Gate Educational Services,30.1887,2016,
1324,0,0,179,2.9,10.14,52.17,59.42,12634,0.0,1.45,0.0,12,0,Sunshine Special Education School,26.09,2016,
1325,0,0,179,6.25,15.625,52.17,6.25,11349,21.875,43.75,0.0,12,0,Alpha Omega Christian,6.25,2016,
1326,0,0,179,0.73,8.03,56.93,63.5,12631,2.19,4.38,0.0,12,0,Mountain Heights Academy,21.17,2016,
1327,138,16.7,157,2.35,9.42,74.42,69.15,4497,2.15,1.76,0.44,3.3,0.6,San Jacinto High School,14.72,2016,
1328,19,6.2,157,2.56,4.48,56.94,63.35,4496,1.49,1.14,0.64,52,0,San Jacinto Valley Academy,26.33,2016,
1329,625,27.2,722,10.94,5.37,23.81,37.18,4498,7.05,0.73,0.44,3.6,1,Chaparral High School,38.29,2016,
1330,619,38.3,1150,11.32,3.63,13.45,27.04,14896,9.27,1.76,0.37,6,0.9,Great Oak High School,46.62,2016,
1331,0,38.3,1150,3.09,3.61,30.93,46.91,4505,5.15,1.55,1.03,0,3.6,Rancho Vista High School,38.66,2016,
1332,0,3,5,2.79,4.54,48.86,37.67,16951,5.97,0.84,0.21,0,3.6,River Springs Charter School,47.99,2016,
1333,549,29.7,612,7.11,3.74,22.21,30.13,4510,6.49,0.92,0.15,4.4,0.5,Temecula Valley High School,51.47,2016,
1334,549,29.7,612,4.02299,4.5977,22.21,10.9195,11381,24.7126,1.14943,2.29885,4.4,0.5,Cornerstone Christian,52.2989,2016,
1335,382,18.9,182,4.36,5.05,61.0,51.3,4350,1.62,1.03,0.39,3.4,0.8,Elsinore High School,36.26,2016,
1336,124,12.6,49,4.37,6.71,64.75,29.29,4792,0.43,1.38,0.64,2.6,0.7,Mesa Verde High School,57.19,2016,
1337,48,9.9,8,2.59,12.21,73.13,36.21,4810,0.14,0.86,1.01,7.4,0.5,San Juan High School,46.98,2016,
1338,48,31.2,536,21.9,17.79,33.21,21.64,24688,9.21,0.63,0.63,7.4,0.5,Cosumnes Oaks High School,28.21,2016,
1339,0,0.5,536,7.72,17.48,37.8,33.74,4551,10.57,0.81,0.81,5.6,6.4,Elk Grove Charter School,28.86,2016,
1340,177,33.6,517,14.0,6.6,36.6,23.98,4549,8.66,1.03,1.2,4.9,3.6,Elk Grove High School,44.52,2016,
1341,406,31.3,857,37.45,15.0,36.63,19.08,12446,6.92,0.37,0.86,2.5,2.4,Franklin High School,20.31,2016,
1342,0,31.3,857,15.88,21.18,68.82,32.35,12340,2.35,1.76,1.76,0,0,Jessie Baker School,24.71,2016,
1343,172,7.4,50,22.48,21.2,49.03,23.82,4561,7.01,0.5,1.34,4,3.2,Laguna Creek High School,23.65,2016,
1344,172,7.4,50,72.7273,10.9091,49.03,1.81818,16407,3.63636,0.0,1.81818,4,3.2,Lutheran High School,9.09091,2016,
1345,257,23,175,41.7,17.46,69.77,27.06,14290,4.65,0.26,3.34,4.2,1.7,Monterey Trail High School,5.52,2016,
1346,247,34,978,26.74,8.24,28.82,17.94,14897,6.36,0.55,0.63,1.9,2.9,Pleasant Grove High School,39.54,2016,
1347,285,26.5,705,19.04,3.04,13.74,11.96,4590,4.17,0.48,0.17,2.8,0,Folsom High School,61.13,2016,
1348,0,26.5,705,8.33,5.21,32.29,20.83,11066,5.21,4.17,1.04,0,0,Folsom Lake High School,55.21,2016,
1349,213,31.3,569,15.44,1.41,7.13,8.12,17511,1.91,0.55,0.06,3.8,0,Vista Del Lago High School,72.51,2016,
1350,0,31.3,569,1.57,0.79,73.23,70.87,4605,2.36,0.79,0.0,0,4.3,Estrellita Continuation High School,23.62,2016,
1351,107,16.8,79,1.52,0.76,72.19,62.45,4606,4.44,0.43,0.32,0,1.4,Galt High School,30.09,2016,
1352,173,15.9,140,1.62,2.3,47.62,45.15,25011,7.31,0.09,0.34,2.3,2.4,Liberty Ranch High School,43.2,2016,
1353,119,2.2,20,8.22,15.01,68.5,32.62,4583,3.55,0.71,1.3,1.5,0,Cordova High School,38.59,2016,
1354,0,2.2,20,3.68,17.65,71.32,41.91,4593,8.09,0.0,0.74,20.4,0,Kinney High (Continuation) School,27.94,2016,
1355,0,2.2,20,0.0,37.14,91.43,37.14,14246,8.57,0.0,0.0,0,0,Mather Youth Academy,17.14,2016,
1356,0,1.5,20,6.01,7.65,40.44,15.3,11065,4.92,0.0,0.55,0,0,Walnutwood High (Independent Study) School,65.57,2016,
1357,0,1.5,20,2.89855,36.2319,40.44,18.8406,10404,2.89855,2.89855,1.44928,0,0,Aldar Academy,34.7826,2016,
1358,4,0.3,20,5.86,35.52,84.14,45.17,4673,4.83,0.69,2.76,13.3,1.3,American Legion High (Continuation) School,5.17,2016,
1359,22,21.4,4,10.75,24.77,79.91,49.53,14315,1.87,0.0,4.67,14.7,1,Arthur A. Benjamin Health Professions High School,8.41,2016,
1360,228,17.1,412,18.92,9.7,58.25,39.15,4713,5.78,0.66,1.19,16.8,2.3,C. K. Mcclatchy High School,24.6,2016,
1361,228,17.1,412,1.81818,49.0909,58.25,29.0909,9242,12.7273,0.0,0.0,16.8,2.3,Calvary Christian,7.27273,2016,
1362,0,0.6,412,4.23,33.1,66.9,37.32,4541,7.04,0.0,1.41,8.3,4,Calvine High School,16.9,2016,
1363,0,0,412,15.42,16.14,79.52,48.43,11071,3.61,1.93,2.41,7.7,0.5,Capital City Independent Study School,12.05,2016,
1364,0,0,412,11.2116,5.87703,79.52,20.7052,8317,14.7378,0.632911,0.542495,7.7,0.5,Christian Brothers High School,46.2929,2016,
1365,0,0,412,0.3003,1.2012,79.52,94.8949,17307,0.0,1.8018,1.8018,7.7,0.5,Cresto Rey High School Sacramento,0.0,2016,
1366,0,0.6,412,12.68,35.92,73.24,33.1,4543,6.34,0.7,2.82,9.1,0.7,Daylor (William) High (Continuation) School,8.45,2016,
1367,0,0.6,412,3.78,29.73,61.08,48.11,4624,5.95,0.0,2.7,75,1.3,Discovery High School,9.73,2016,
1368,273,18.7,239,4.57,10.32,45.46,24.82,4773,0.39,1.18,1.37,1.7,1.3,El Camino Fundamental High School,57.35,2016,
1369,0,18.7,239,1.45,23.19,73.91,36.23,14580,8.7,2.9,2.9,0,0,Elinor Lincoln Hickey Jr./Sr. High,24.64,2016,
1370,2,0.4,239,3.41,13.22,75.69,40.72,24087,5.97,1.49,1.28,0,1.8,Elwood J. Keema High School,33.9,2016,
1371,54,4,7,11.31,28.54,93.19,38.42,4774,0.55,1.65,0.88,13.9,0.2,Encina Preparatory High School,18.66,2016,
1372,139,20.6,115,39.02,14.06,92.37,34.74,4553,2.95,0.54,2.54,12.7,1.3,Florin High School,6.16,2016,
1373,65,16.1,49,6.52,19.19,72.68,37.05,24088,4.06,0.47,1.61,6.1,0.6,Foothill High School,31.1,2016,
1374,10,8.9,5,2.54,10.16,49.84,21.27,12328,6.03,0.0,0.32,28,1.4,George Washington Carver School Of Arts And Science,59.68,2016,
1375,0,8.9,5,8.16,29.59,66.33,37.76,24844,11.22,2.04,1.02,14.3,0,Gerber Jr./Sr. High School,10.2,2016,
1376,176,19.2,141,17.75,20.67,79.54,48.28,24089,3.76,0.52,3.03,7.3,0.6,Grant Union High School,6.0,2016,
1377,176,19.2,141,2.98,52.77,89.79,27.23,24628,0.43,0.43,0.85,7.3,0.6,Higher Learning Academy,15.32,2016,
1378,176,0,141,18.15,11.39,64.86,31.66,32149,10.23,0.0,0.0,7.3,0.6,Highlands Community Charter,28.57,2016,
1379,114,10.6,38,30.27,14.06,87.82,43.55,4711,1.94,0.71,1.56,45.4,0.4,Hiram W. Johnson High School,7.91,2016,
1380,355,24,126,24.23,24.07,48.46,24.23,13678,10.73,0.48,2.71,3.4,0.5,Inderkum High School,13.55,2016,
1381,276,27.1,406,30.8,19.5,61.23,29.04,4715,5.81,0.72,1.76,8,1.3,John F. Kennedy High School,12.38,2016,
1382,276,27.1,406,7.91,13.52,83.93,50.77,4690,5.1,1.02,1.28,0,0,Kit Carson Middle School,20.41,2016,
1383,276,27.1,406,11.1111,9.87654,83.93,8.64198,23950,35.8025,2.46914,11.1111,0,0,"Land Park Academy, Pat Anderson Center",20.9877,2016,
1384,0,0.8,406,8.55,12.39,45.3,38.89,11062,16.67,0.43,0.85,16.7,3,Las Flores High (Alternative) School,22.22,2016,
1385,0,0.8,406,4.08,10.2,43.88,15.31,12622,0.0,2.04,3.06,13.3,0,Laurel Ruff Center,65.31,2016,
1386,0,0,406,12.48,15.81,55.07,40.93,27055,8.65,1.33,1.16,13.3,0,Leroy Greene Academy,19.63,2016,
1387,302,2.1,27,27.22,22.84,80.08,39.31,4684,1.87,0.76,4.44,8.3,0.7,Luther Burbank High School,3.56,2016,
1388,302,2.1,27,0.0,31.25,80.08,37.5,10281,6.25,0.0,0.0,8.3,0.7,"Milhous School, Inc. - Bar Du Lane",25.0,2016,
1389,309,14.4,204,29.09,8.92,46.4,18.62,4793,0.59,0.54,1.31,0,0.8,Mira Loma High School,40.93,2016,
1390,309,14.4,204,0.0,0.0,46.4,100.0,31459,0.0,0.0,0.0,0,0.8,Mvp Diamond Academy,0.0,2016,
1391,32,12.6,18,20.7,7.39,22.53,22.41,11076,14.04,0.49,0.37,6.1,1.2,Natomas Charter School,34.62,2016,
1392,160,17.8,64,10.54,19.7,61.28,55.47,4627,7.09,0.39,1.48,9.9,0.2,Natomas High School,5.32,2016,
1393,140,38.2,110,39.7,9.21,40.37,24.12,16973,4.02,0.17,1.34,19.5,0.8,Natomas Pacific Pathways Prep School,21.44,2016,
1394,27,0,110,2.94,14.71,71.85,57.56,12325,3.36,0.84,0.42,7.2,2.3,New Technology High School,20.17,2016,
1395,0,0,110,3.94,24.41,68.5,40.94,14584,5.51,1.57,0.0,0,0,North Area Community School,23.62,2016,
1396,0,0,110,0.0,28.57,100.0,57.14,32145,0.0,14.29,0.0,0,0,Paseo Grande Charter,0.0,2016,
1397,0,0,110,6.81818,37.8788,100.0,18.1818,30733,1.51515,0.757576,1.51515,0,0,Point Quest Education,33.3333,2016,
1398,372,24.8,458,8.45,5.19,20.9,16.21,4806,1.44,1.0,1.06,4.3,2.3,Rio Americano High School,66.65,2016,
1399,2,0.4,458,9.38,40.63,64.06,36.98,4571,3.65,0.0,1.56,16.7,2.4,Rio Cazadero High (Continuation) School,7.81,2016,
1400,190,16,211,13.61,5.79,62.37,41.66,7807,1.9,1.31,1.51,14.2,1.6,River City High School,34.22,2016,
1401,190,16,211,0.0,0.0,62.37,12.5,10141,12.5,0.0,12.5,14.2,1.6,River Valley,62.5,2016,
1402,111,10.8,58,10.92,17.64,74.76,30.92,12349,5.39,0.52,1.62,9.5,0.9,Rosemont High School,32.99,2016,
1403,111,20.2,49,1.47,60.92,71.64,26.05,12574,9.35,0.42,0.32,9.5,0.9,Sacramento Charter High School,1.47,2016,
1404,111,20.2,49,10.395,3.7422,71.64,5.82121,8547,14.1372,0.2079,2.9106,9.5,0.9,Sacramento Country Day School,62.7859,2016,
1405,111,1.1,49,1.45,12.56,36.71,22.22,11075,0.48,2.42,1.45,9.5,0.9,San Juan Choices Charter School,59.42,2016,
1406,111,0,49,6.56,25.68,84.31,46.36,24631,2.71,2.57,0.71,9.5,0.9,Sava: Sacramento Academic And Vocational Academy,15.41,2016,
1407,19,31.1,27,17.91,22.2,74.63,38.25,17669,5.04,0.37,2.99,66,1.8,School Of Engineering & Sciences,13.25,2016,
1408,220,25.6,487,33.94,14.25,58.4,24.89,4573,7.36,0.43,1.51,7.8,2.1,Sheldon High School,17.61,2016,
1409,220,25.6,487,9.65854,3.02439,58.4,12.5854,11248,10.2439,5.46341,1.26829,7.8,2.1,St Francis High School,57.7561,2016,
1410,23,0.4,487,1.98,9.9,52.81,33.66,12343,9.24,1.98,0.66,34.9,2.6,The Met School,42.57,2016,
1411,23,0.4,487,2.77778,0.0,52.81,2.77778,23967,0.0,0.0,0.0,34.9,2.6,The Williams Academy,94.4444,2016,
1412,171,37.4,217,25.0,21.84,89.35,42.31,4578,3.64,0.34,3.16,12.7,1.6,Valley High School,3.71,2016,
1413,0,37.4,217,20.0,40.0,89.35,20.0,4758,0.0,0.0,0.0,0,0,Valley Oaks School,20.0,2016,
1414,0,37.4,217,7.05,33.33,74.36,42.31,24618,3.85,0.64,2.56,0,1.2,Vista Nueva Career And Technology High School,10.26,2016,
1415,0,0,217,3.85,8.65,19.23,50.0,17711,0.0,1.92,0.0,0,1.2,Washington Middle College High,35.58,2016,
1416,132,50.2,291,34.15,6.22,62.79,34.04,12195,6.46,0.23,0.47,12,0.5,West Campus,18.43,2016,
1417,0,50.2,291,0.0,0.0,62.79,100.0,11223,0.0,0.0,0.0,0,0,West Sacramento School For Independent Study,0.0,2016,
1418,0,0.9,291,2.34,6.25,78.13,62.5,7811,2.34,3.13,0.0,18.9,0,Yolo High School,23.44,2016,
1419,0,0.9,291,0.0,2.7027,78.13,32.4324,9247,5.40541,0.0,0.0,18.9,0,Calvary Christian,59.4595,2016,
1420,0,0.9,291,0.0,0.0,59.26,81.48,32151,3.7,0.0,0.0,18.9,0,Pinnacles Community School,14.81,2016,
1421,0,0.9,291,0.0,0.88,57.52,76.99,4942,4.42,1.77,0.88,0,0,San Andreas Continuation High School,15.04,2016,
1422,282,19.5,432,2.59,0.62,50.78,69.28,4943,0.83,0.17,0.1,14.9,1.3,San Benito High School,26.41,2016,
1423,45,17,46,1.66,0.83,54.85,66.76,4926,2.49,0.55,0.0,29.4,2,Anzar High School,27.7,2016,
1424,45,16.1,22,1.47,26.08,86.08,63.48,27064,2.65,0.35,0.83,29.4,2,Adelanto High School,5.13,2016,
1425,45,0,22,0.94,16.76,78.72,66.48,27290,3.95,0.75,0.0,29.4,2,Taylion High Desert Academy,11.11,2016,
1426,45,18,55,7.08,3.33,27.83,31.3,12210,7.72,0.21,0.28,29.4,2,Academy for Academic Excellence,50.07,2016,
1427,45,18,55,20.8145,1.80995,27.83,3.61991,9137,0.0,0.0,0.0,29.4,2,Apple Valley Christian School,73.7557,2016,
1428,183,13.4,184,2.98,8.97,56.81,42.34,4964,1.13,0.54,0.27,0,0.5,Apple Valley High School,43.78,2016,
1429,172,13.4,148,4.27,12.2,67.06,46.24,11093,1.38,0.69,0.55,0,0.2,Granite Hills High School,34.67,2016,
1430,2,0,148,0.61,12.8,74.39,41.46,11830,1.22,1.22,0.0,0,0.8,High Desert Premier Academy,42.68,2016,
1431,2,0,148,0.0,0.0,74.39,0.0,16492,0.0,0.0,0.0,0,0.8,Oxford Preparatory School,100.0,2016,
1432,20,6.1,32,2.14,16.49,69.66,52.96,4981,3.28,1.64,1.71,0,0.9,Barstow High School,21.77,2016,
1433,20,6.1,32,0.0,53.85,76.92,38.46,25573,0.0,0.0,0.0,0,0.9,Busd School Of Opportunity,7.69,2016,
1434,0,6.1,32,0.0,15.0,78.75,57.5,4984,3.13,0.63,0.63,0,0,Central High (Continuation) School,23.13,2016,
1435,0,2.6,32,2.91,21.36,95.15,62.14,14495,2.91,0.97,0.0,0,0,Boys Republic High School,9.71,2016,
1436,2,2.6,32,1.6,1.6,74.87,87.7,5018,1.07,0.53,0.0,8.1,3.5,Buena Vista Continuation High School,7.49,2016,
1437,313,18,305,3.9,3.1,61.91,78.91,5022,0.9,0.27,0.13,2.3,2,Chino High School,12.79,2016,
1438,660,31.2,912,20.5,4.98,27.78,41.86,11824,3.23,0.03,0.41,9.5,1.1,Chino Hills High School,28.98,2016,
1439,0,6.7,912,0.0,0.0,88.89,77.78,14119,0.0,0.0,0.0,0,0,Chino Valley Learning Academy,22.22,2016,
1440,250,12.9,153,3.65,2.24,67.2,78.62,5027,0.82,0.24,0.0,9.4,0.7,Don Antonio Lugo High School,14.43,2016,
1441,250,12.9,153,100.0,0.0,67.2,0.0,31485,0.0,0.0,0.0,9.4,0.7,Providence Christian Academy,0.0,2016,
1442,589,27.2,805,32.83,4.41,22.59,36.74,5015,3.54,0.08,0.3,2.3,2.3,Ruben S. Ayala High School,22.1,2016,
1443,106,18.2,132,0.67,2.3,81.77,92.17,5047,0.2,0.1,0.2,5,0.7,Colton High School,4.35,2016,
1444,4,18.2,132,0.4,5.16,79.76,89.68,5062,0.0,1.19,0.4,23.1,0,Slover Mountain High (Continuation) School,3.17,2016,
1445,4,0,132,2.26,6.02,72.93,72.18,11080,0.75,0.75,2.26,12.5,3.7,Washington High School,15.79,2016,
1446,0,0.6,132,0.64,11.25,93.25,85.21,5082,0.0,0.0,0.0,0,0.6,Birch High (Continuation) School,2.89,2016,
1447,0,0.6,132,0.21,7.04,87.42,88.49,5084,0.43,0.64,0.21,4.8,0.5,Citrus High (Continuation) School,2.99,2016,
1448,309,18.5,196,1.53,6.67,87.26,87.01,5096,0.25,0.3,0.34,7.8,0.1,Fontana A. B. Miller High School,3.91,2016,
1449,439,28,306,0.72,2.87,92.67,92.75,5087,0.2,0.08,0.36,6.2,0.2,Fontana High School,3.03,2016,
1450,482,26.2,246,2.57,7.79,80.04,84.37,12020,0.51,0.09,0.34,4.8,0.3,Henry J. Kaiser High School,4.33,2016,
1451,0,14.7,112,2.9,6.19,85.32,84.68,25393,0.88,0.25,0.34,5.8,0.4,Jurupa Hills High School,4.76,2016,
1452,496,27.4,433,7.15,11.27,67.44,72.43,14477,1.43,0.2,0.2,4,0.2,Summit High School,7.31,2016,
1453,496,27.4,433,0.0,8.10811,67.44,59.4595,13519,0.0,0.0,0.0,4,0.2,Truth Tabernacle Christian Academy,32.4324,2016,
1454,496,17.6,198,5.1,8.71,66.48,69.13,27058,1.0,0.68,0.76,4,0.2,Grand Terrace High School,14.61,2016,
1455,0,17.6,198,0.0,8.58,75.11,70.82,17457,3.43,0.0,0.43,9.1,0,Canyon Ridge High School,16.74,2016,
1456,0,0.2,198,3.34,11.32,48.86,48.53,24672,3.26,0.73,0.49,9.1,0,Encore High for the Performing and Visual Arts School,32.33,2016,
1457,0,0.2,198,15.3846,19.2308,48.86,46.1538,26206,3.84615,0.0,3.84615,9.1,0,"First Peter Career College, Inc.",11.5385,2016,
1458,0,0.2,198,16.1458,0.520833,48.86,9.89583,8962,7.29167,5.20833,0.0,9.1,0,Hesperia Christian,60.9375,2016,
1459,0,0.2,198,0.0,13.33,73.33,53.33,14021,0.0,0.0,0.0,0,0,Hesperia Community Day School,33.33,2016,
1460,168,14.6,121,1.52,8.41,79.61,71.93,5118,2.2,0.39,0.29,15.1,0.1,Hesperia High School,15.26,2016,
1461,168,0,121,0.82,7.38,71.31,56.56,17467,2.05,1.23,0.41,15.1,0.1,Mirus Secondary School,31.56,2016,
1462,0,0,121,0.0,10.32,75.09,74.02,5128,1.42,0.36,0.0,26.7,0,Mojave High School,13.88,2016,
1463,0,0,121,0.0,5.71,48.57,61.43,11089,1.9,0.0,0.95,0,0,Shadow Ridge School,30.0,2016,
1464,226,15.4,147,0.97,5.71,70.13,58.97,5130,2.34,0.66,0.36,15.9,0,Sultana High School,30.99,2016,
1465,226,2.1,147,0.56,3.93,74.16,70.22,13912,2.81,0.0,0.0,15.9,0,Summit Leadership Academy-High Desert,22.47,2016,
1466,0,0,147,0.0,14.29,61.9,57.14,11083,4.76,0.0,0.0,0,0,Alternative Learning Center,23.81,2016,
1467,0,1,147,3.33,13.03,63.64,32.27,24626,5.91,0.91,1.52,15.3,0.3,Creative Connections Arts Academy,43.03,2016,
1468,0,12.6,23,3.07,0.47,82.31,0.71,24621,0.47,0.0,0.0,15.3,0.3,Futures High School,95.28,2016,
1469,64,22.1,49,5.94,13.49,78.59,47.65,24090,5.57,1.49,1.24,2.2,1.5,Highlands High School,24.63,2016,
1470,0,22.1,49,6.0,18.0,84.0,44.0,24096,2.0,2.0,0.0,0,0,Miles P. Richmond School,28.0,2016,
1471,0,22.1,49,2.7,20.72,80.18,42.34,24086,9.01,2.7,0.0,0,5.3,Pacific Career And Technology High School,22.52,2016,
1472,0,22.1,49,31.6524,7.99069,80.18,18.6967,8989,19.007,0.0775795,2.01707,0,5.3,Loma Linda Academy,20.5586,2016,
1473,430,19.7,310,4.18,2.14,88.26,86.32,5011,1.57,0.54,0.3,2.5,0.2,Montclair High School,4.95,2016,
1474,0,19.7,310,0.0,30.0,70.0,40.0,5160,0.0,0.0,0.0,0,0,Educational Training Center,30.0,2016,
1475,0,19.7,310,0.0,0.0,70.0,0.0,26636,0.0,0.0,0.0,0,0,Needles Assembly Of God Christian School,100.0,2016,
1476,0,19.7,310,0.0,0.0,75.0,25.0,32154,16.67,41.67,0.0,0,0,Needles Community Day,16.67,2016,
1477,48,23.1,1,0.45,2.73,58.64,23.18,5163,0.45,19.55,0.45,0,0,Needles High School,53.18,2016,
1478,0,23.1,1,0.0,13.64,95.45,81.82,13836,0.0,0.0,0.0,0,0,Chaffey Community Day School,4.55,2016,
1479,0,6.2,1,3.26,9.78,43.48,40.22,27057,1.09,0.0,0.0,0,0,Chaffey District Online High,45.65,2016,
1480,333,15.4,400,1.69,2.38,87.45,88.08,5009,1.67,0.34,0.32,2.6,0.2,Chaffey High School,5.51,2016,
1481,230,17.2,244,5.67,11.71,72.74,70.26,12200,1.83,0.14,0.52,3.5,0.4,Colony High School,9.88,2016,
1482,230,17.2,244,1.05263,0.0,72.74,95.7895,10491,0.0,0.0,0.0,3.5,0.4,Montecito Baptist School,3.15789,2016,
1483,230,17.2,244,6.81265,7.38037,72.74,23.1144,9829,22.7088,0.243309,0.973236,3.5,0.4,Ontario Christian High School,38.7672,2016,
1484,353,10.6,123,2.44,3.0,87.09,89.36,5012,1.54,0.53,0.45,1.7,0,Ontario High School,2.68,2016,
1485,353,10.6,123,5.7971,20.2899,87.09,34.7826,9869,23.1884,0.0,7.24638,1.7,0,San Antonio Christian School,8.69565,2016,
1486,2,0.2,123,1.78,6.9,87.75,81.51,5014,1.34,0.0,0.22,2.9,0,Valley View High (Continuation) School,8.24,2016,
1487,2,0.2,123,4.0,28.0,87.75,60.0,12835,0.0,0.0,0.0,2.9,0,American Christian Military Academy,8.0,2016,
1488,690,33.9,1035,16.7,8.07,32.61,34.99,12199,1.72,0.44,0.56,1.6,1.4,Los Osos High School,37.52,2016,
1489,520,22.5,686,12.51,13.18,42.62,43.15,5013,4.3,0.29,0.64,2.7,1,Rancho Cucamonga High School,25.93,2016,
1490,520,22.5,686,25.9717,16.4311,42.62,28.4452,9136,0.0,0.176678,0.0,2.7,1,Upland Christian Academy,28.9753,2016,
1491,520,22.5,686,14.4385,2.40642,42.62,14.7059,9248,7.75401,1.87166,0.0,2.7,1,Arrowhead Christian Academy,58.8235,2016,
1492,118,26.2,495,9.95,7.03,50.75,50.52,25001,3.74,0.5,0.23,4.6,1.4,Citrus Valley High School,28.02,2016,
1493,118,0.7,495,4.87,4.07,34.39,30.19,10940,8.14,0.45,0.13,4.6,1.4,Gorman Learning Center,52.15,2016,
1494,38,26.7,23,11.68,2.34,18.22,22.9,12026,4.67,0.93,0.0,18.2,3.7,Grove School,57.48,2016,
1495,2,0.4,23,2.77,8.3,82.61,69.17,5214,4.35,0.4,0.0,0,4.1,Orangewood High (Continuation) School,15.02,2016,
1496,2,0.4,23,3.91061,3.91061,82.61,22.905,9533,1.11732,0.558659,1.11732,0,4.1,Packinghouse Christian Academy,66.4804,2016,
1497,2,0.4,23,19.9546,6.12245,82.61,9.97732,9046,9.97732,0.0,2.04082,0,4.1,Redlands Adventist Academy,51.9274,2016,
1498,2,18.5,23,1.37,0.0,36.99,20.55,31128,9.59,0.0,0.0,0,4.1,Redlands Eacademy,68.49,2016,
1499,523,24.6,442,5.24,7.04,50.32,46.43,5215,3.52,0.56,0.46,0,1.6,Redlands East Valley High School,36.75,2016,
1500,462,22,667,19.52,6.64,51.42,37.81,5216,3.66,0.3,0.55,2,1,Redlands Senior High School,31.52,2016,
1501,86,14.8,176,0.7,12.49,83.13,82.39,5225,0.54,0.12,0.78,20.1,0.2,Eisenhower Senior High School,2.97,2016,
1502,2,14.8,176,1.22,9.39,75.92,83.27,5235,0.82,0.0,0.41,0,0.6,Milor Continuation High School,4.9,2016,
1503,257,21.9,182,2.14,6.52,81.48,87.48,5240,0.48,0.07,0.26,12.7,0.3,Rialto High School,3.06,2016,
1504,94,24,208,1.53,18.13,70.55,72.04,13976,0.91,0.33,0.66,12.9,1,Wilmer Amina Carter High School,6.39,2016,
1505,94,0,208,1.06,9.3,91.54,74.42,31697,0.42,0.63,0.21,12.9,1,Alta Vista South,13.95,2016,
1506,0,0,208,5.41,14.41,72.07,63.96,12595,2.7,0.9,0.9,9.1,0,Anderson School,11.71,2016,
1507,0,0,208,10.8747,5.20095,72.07,49.1726,8358,8.03782,1.18203,5.43735,9.1,0,Aquinas High School,20.0946,2016,
1508,121,15.2,196,1.26,7.03,87.62,86.86,12028,1.3,0.38,0.96,11.3,0.1,Arroyo Valley High School,2.22,2016,
1509,0,0,196,0.43,26.72,84.05,61.21,14485,3.02,0.0,0.43,37.5,0,Asa Charter School,8.19,2016,
1510,153,1.7,6,2.79,14.88,73.91,63.61,5258,1.45,1.02,0.88,6.6,0.1,Cajon High School,15.37,2016,
1511,0,1.7,6,0.19,21.37,91.22,62.79,13962,4.01,1.72,0.38,0,0,Community School/Independent Alternative Education,9.54,2016,
1512,0,1.7,6,0.0,3.24675,91.22,0.0,16459,0.0,0.0,0.0,0,0,Dikaios Christian Academy,96.7533,2016,
1513,0,19.8,109,3.23,13.69,93.04,77.18,27061,1.0,0.5,0.22,0,0,Indian Springs High,4.17,2016,
1514,27,0,109,4.36,7.64,82.18,78.91,12029,0.73,0.0,0.0,0,0,Middle College High School,8.36,2016,
1515,4,0.8,109,1.2,13.03,83.77,67.74,25161,5.81,2.2,0.2,36.8,0,Options for Youth-San Bernardino School,9.82,2016,
1516,142,21.2,47,1.85,16.22,89.33,73.04,5287,2.0,0.3,0.52,28.3,0.1,Pacific High School,6.07,2016,
1517,142,21.2,47,0.0,0.0,89.33,7.69231,26223,0.0,0.0,0.0,28.3,0.1,Pioneer Point Christian Academy,92.3077,2016,
1518,0,0,47,0.0,14.37,89.22,79.64,12027,2.4,0.6,0.0,77.8,0,Provisional Accelerated Learning Academy,2.99,2016,
1519,11,11.4,0,1.22,3.17,76.1,79.51,14986,1.22,1.22,0.24,23.5,3.4,Public Safety Academy,13.41,2016,
1520,11,11.4,0,0.0,61.54,76.92,38.46,31186,0.0,0.0,0.0,23.5,3.4,San Bernardino City Community Day,0.0,2016,
1521,101,28.1,221,0.86,11.23,91.92,80.51,5297,2.16,0.37,0.37,9.9,0.3,San Bernardino High School,4.5,2016,
