Year,CDS_CODE,COUNTY,DISTRICT,SCHOOL,Charter,Latitude,Longitude,Enroll12,NumTstTakr,AvgScrEng,AvgScrRead,AvgScrMath,AvgScrSci,NumGE21,PctGE21,(%)FRPM,American Indian or Alaska Native,Asian,Pacific Islander,Filipino,Hispanic or Latino,African American,White,Two or More Races,AvgScr
2014,15634120100529,Kern,Delano Joint Union High,Cesar E. Chavez High,N,35.768627,-119.22310,372.0,50.0,21.0,20.0,22.0,20.0,26.0,52.0,77.75438596491227,0.002688172043010753,0.021505376344086023,0.0,0.10215053763440861,0.8306451612903226,0.002688172043010753,0.03763440860215054,0.002688172043010753,20.75
2014,15634120116384,Kern,Delano Joint Union High,Robert F. Kennedy High,N,35.773168,-119.26739,218.0,28.0,19.0,20.0,21.0,19.0,11.0,39.29,90.15075376884421,0.0,0.0045871559633027525,0.0,0.12844036697247707,0.8394495412844036,0.0045871559633027525,0.022935779816513763,0.0,19.75
2014,15634121531672,Kern,Delano Joint Union High,Delano High,N,35.775908,-119.24043,336.0,96.0,18.0,19.0,20.0,18.0,32.0,33.33,84.15492957746478,0.0,0.01488095238095238,0.002976190476190476,0.15178571428571427,0.8125,0.005952380952380952,0.011904761904761904,0.0,18.75
2014,15635290100198,Kern,Kern High,Golden Valley High,N,35.281222,-119.01005,581.0,28.0,20.0,21.0,21.0,20.0,14.0,50.0,79.29479294792948,0.0034423407917383822,0.01549053356282272,0.0017211703958691911,0.0068846815834767644,0.8347676419965576,0.06196213425129088,0.06884681583476764,0.0068846815834767644,20.5
2014,15635290110999,Kern,Kern High,Frontier High,N,35.418006,-119.14550,572.0,47.0,23.0,24.0,24.0,23.0,33.0,70.21,23.196544276457885,0.0034965034965034965,0.02972027972027972,0.0034965034965034965,0.03146853146853147,0.32342657342657344,0.019230769230769232,0.5681818181818182,0.019230769230769232,23.5
2014,15635290116392,Kern,Kern High,Independence High,N,35.284547,-119.10990,436.0,44.0,20.0,22.0,21.0,21.0,25.0,56.82,49.385245901639344,0.009174311926605505,0.05963302752293578,0.0022935779816513763,0.03669724770642202,0.518348623853211,0.09862385321100918,0.2591743119266055,0.016055045871559634,21.0
2014,15635290116400,Kern,Kern High,Mira Monte High,N,35.338758,-118.93201,469.0,67.0,15.0,17.0,18.0,17.0,14.0,20.9,89.20965451964032,0.0021321961620469083,0.017057569296375266,0.0,0.0042643923240938165,0.8678038379530917,0.057569296375266525,0.042643923240938165,0.0021321961620469083,16.75
2014,15635291530252,Kern,Kern High,Arvin High,N,35.216405,-118.83480,503.0,91.0,17.0,18.0,19.0,18.0,22.0,24.18,84.08812729498165,0.0,0.0,0.0,0.0,0.9761431411530815,0.0019880715705765406,0.02186878727634195,0.0,18.0
2014,15635291530344,Kern,Kern High,Stockdale High,N,35.329166,-119.12778,513.0,89.0,24.0,24.0,25.0,24.0,67.0,75.28,28.81438289601555,0.003898635477582846,0.15594541910331383,0.0,0.021442495126705652,0.35477582846003897,0.07992202729044834,0.3645224171539961,0.015594541910331383,24.25
2014,15635291530369,Kern,Kern High,Centennial High,N,35.399752,-119.09825,420.0,45.0,23.0,24.0,25.0,23.0,34.0,75.56,23.641160949868073,0.004761904761904762,0.02619047619047619,0.004761904761904762,0.02619047619047619,0.2714285714285714,0.016666666666666666,0.6309523809523809,0.016666666666666666,23.75
2014,15635291530385,Kern,Kern High,Ridgeview High,N,35.277470,-119.05679,513.0,50.0,20.0,21.0,23.0,21.0,26.0,52.0,67.15883668903803,0.005847953216374269,0.08771929824561403,0.003898635477582846,0.015594541910331383,0.6764132553606238,0.07797270955165692,0.1286549707602339,0.003898635477582846,21.25
2014,15635291530476,Kern,Kern High,Liberty High,N,35.363215,-119.12796,444.0,59.0,25.0,26.0,26.0,25.0,48.0,81.36,16.469957081545065,0.006756756756756757,0.05405405405405406,0.0,0.03153153153153153,0.2725225225225225,0.033783783783783786,0.5653153153153153,0.033783783783783786,25.5
2014,15635291530708,Kern,Kern High,Bakersfield High,N,35.369211,-119.02245,650.0,35.0,21.0,22.0,23.0,22.0,24.0,68.57,65.65371024734984,0.007692307692307693,0.007692307692307693,0.0015384615384615385,0.010769230769230769,0.6030769230769231,0.1523076923076923,0.19384615384615383,0.021538461538461538,22.0
2014,15635291532290,Kern,Kern High,East Bakersfield High,N,35.379596,-118.96629,531.0,34.0,17.0,19.0,20.0,19.0,12.0,35.29,82.36692015209125,0.0018832391713747645,0.005649717514124294,0.0018832391713747645,0.0,0.8606403013182674,0.03766478342749529,0.07532956685499058,0.015065913370998116,18.75
2014,15635291532605,Kern,Kern High,Foothill High,N,35.365338,-118.91857,450.0,21.0,17.0,17.0,20.0,18.0,5.0,23.81,78.21681864235056,0.0022222222222222222,0.0,0.0,0.0,0.8288888888888889,0.04,0.11777777777777777,0.011111111111111112,18.0
2014,15635291533330,Kern,Kern High,Highland High,N,35.399223,-118.93104,465.0,30.0,20.0,23.0,21.0,21.0,17.0,56.67,62.88232244686366,0.004301075268817204,0.012903225806451613,0.008602150537634409,0.017204301075268817,0.6645161290322581,0.04516129032258064,0.2172043010752688,0.02795698924731183,21.25
2014,15635291533538,Kern,Kern High,Kern Valley High,N,35.610134,-118.46552,120.0,20.0,21.0,23.0,22.0,22.0,11.0,55.0,62.31263383297645,0.058333333333333334,0.0,0.008333333333333333,0.0,0.08333333333333333,0.016666666666666666,0.8,0.025,22.0
