cds,rtype,sname,dname,cname,Enroll12,NumTstTakr,AvgScrEng,AvgScrRead,AvgScrMath,AvgScrSci,NumGE21,PctGE21
47104700117168,S,Golden Eagle Charter                              ,Siskiyou County Office of Education               ,Siskiyou       ,29,1,*,*,*,*,*,*
47702500000000,D,                                                  ,Dunsmuir Joint Union High                         ,Siskiyou       ,21,1,*,*,*,*,*,*
47702504732707,S,Dunsmuir High                                     ,Dunsmuir Joint Union High                         ,Siskiyou       ,21,1,*,*,*,*,*,*
47704660000000,D,                                                  ,Siskiyou Union High                               ,Siskiyou       ,147,31,22,25,22,23,24,77.42
47704664734356,S,Happy Camp High                                   ,Siskiyou Union High                               ,Siskiyou       ,14,8,*,*,*,*,*,*
47704664735403,S,Mt. Shasta High                                   ,Siskiyou Union High                               ,Siskiyou       ,80,19,24,28,23,24,15,78.95
47704664738753,S,Weed High                                         ,Siskiyou Union High                               ,Siskiyou       ,38,4,*,*,*,*,*,*
47705160000000,D,                                                  ,Yreka Union High                                  ,Siskiyou       ,163,47,21,23,22,21,33,70.21
47705164739207,S,Yreka High                                        ,Yreka Union High                                  ,Siskiyou       ,153,47,21,23,22,21,33,70.21
47736840000000,D,                                                  ,Butte Valley Unified                              ,Siskiyou       ,23,2,*,*,*,*,*,*
47736844731253,S,Butte Valley High                                 ,Butte Valley Unified                              ,Siskiyou       ,23,2,*,*,*,*,*,*
47764550000000,D,                                                  ,Scott Valley Unified                              ,Siskiyou       ,46,11,*,*,*,*,*,*
47764554733309,S,Etna Union High                                   ,Scott Valley Unified                              ,Siskiyou       ,44,11,*,*,*,*,*,*
48000000000000,C,                                                  ,                                                  ,Solano         ,4799,664,22,23,23,22,407,61.30
48104880000000,D,                                                  ,Solano County Office of Education                 ,Solano         ,65,0,N/A,N/A,N/A,N/A,N/A,N/A
48705240000000,D,                                                  ,Benicia Unified                                   ,Solano         ,429,120,25,24,25,24,94,78.33
48705244831004,S,Benicia High                                      ,Benicia Unified                                   ,Solano         ,379,120,25,24,25,24,94,78.33
48705320000000,D,                                                  ,Dixon Unified                                     ,Solano         ,282,59,20,20,22,21,27,45.76
48705324832259,S,Dixon High                                        ,Dixon Unified                                     ,Solano         ,230,59,20,20,22,21,27,45.76
48705400000000,D,                                                  ,Fairfield-Suisun Unified                          ,Solano         ,1594,170,21,22,22,22,88,51.76
48705404830170,S,Angelo Rodriguez High                             ,Fairfield-Suisun Unified                          ,Solano         ,463,60,21,22,22,22,29,48.33
48705404830451,S,Armijo High                                       ,Fairfield-Suisun Unified                          ,Solano         ,556,84,22,23,23,23,53,63.10
48705404833000,S,Fairfield High                                    ,Fairfield-Suisun Unified                          ,Solano         ,267,26,17,18,19,18,6,23.08
48705650000000,D,                                                  ,Travis Unified                                    ,Solano         ,422,69,22,23,22,23,46,66.67
48705654838801,S,Vanden High                                       ,Travis Unified                                    ,Solano         ,382,69,22,23,22,23,46,66.67
48705730000000,D,                                                  ,Vacaville Unified                                 ,Solano         ,970,190,22,23,23,22,126,66.32
48705734830089,S,Will C. Wood High                                 ,Vacaville Unified                                 ,Solano         ,365,49,21,22,23,22,28,57.14
48705734830113,S,Elise P. Buckingham Charter Magnet High           ,Vacaville Unified                                 ,Solano         ,110,32,21,22,21,21,17,53.13
48705734837803,S,Vacaville High                                    ,Vacaville Unified                                 ,Solano         ,446,109,23,24,24,23,81,74.31
48705810000000,D,                                                  ,Vallejo City Unified                              ,Solano         ,1037,56,19,21,20,19,26,46.43
48705814830147,S,Jesse M. Bethel High                              ,Vallejo City Unified                              ,Solano         ,419,40,20,21,20,19,19,47.50
48705814830196,S,MIT Academy                                       ,Vallejo City Unified                              ,Solano         ,68,0,N/A,N/A,N/A,N/A,N/A,N/A
48705814838058,S,John Finney High (Continuation)                   ,Vallejo City Unified                              ,Solano         ,153,1,*,*,*,*,*,*
48705814838504,S,Vallejo High                                      ,Vallejo City Unified                              ,Solano         ,381,15,18,19,20,19,6,40.00
49000000000000,C,                                                  ,                                                  ,Sonoma         ,5316,1024,23,24,24,23,711,69.43
49104960000000,D,                                                  ,Sonoma County Office of Education                 ,Sonoma         ,83,0,N/A,N/A,N/A,N/A,N/A,N/A
49706070000000,D,                                                  ,West Sonoma County Union High                     ,Sonoma         ,514,96,25,26,25,25,81,84.38
49706074930400,S,Analy High                                        ,West Sonoma County Union High                     ,Sonoma         ,324,73,26,27,26,25,62,84.93
49706074931507,S,El Molino High                                    ,West Sonoma County Union High                     ,Sonoma         ,140,23,24,25,25,24,19,82.61
49706560000000,D,                                                  ,Cloverdale Unified                                ,Sonoma         ,107,13,*,*,*,*,*,*
49706564930855,S,Cloverdale High                                   ,Cloverdale Unified                                ,Sonoma         ,92,13,*,*,*,*,*,*
49707060000000,D,                                                  ,Geyserville Unified                               ,Sonoma         ,22,0,N/A,N/A,N/A,N/A,N/A,N/A
49707060129981,S,Geyserville New Tech Academy                      ,Geyserville Unified                               ,Sonoma         ,18,0,N/A,N/A,N/A,N/A,N/A,N/A
49707300000000,D,                                                  ,Harmony Union Elementary                          ,Sonoma         ,53,5,*,*,*,*,*,*
49707306120588,S,Pathways Charter                                  ,Harmony Union Elementary                          ,Sonoma         ,53,5,*,*,*,*,*,*
49707970000000,D,                                                  ,Liberty Elementary                                ,Sonoma         ,65,1,*,*,*,*,*,*
49707970107284,S,California Virtual Academy @ Sonoma               ,Liberty Elementary                                ,Sonoma         ,65,1,*,*,*,*,*,*
49708390000000,D,                                                  ,Oak Grove Union Elementary                        ,Sonoma         ,35,0,N/A,N/A,N/A,N/A,N/A,N/A
49708390120584,S,Pivot Online Charter - North Bay                  ,Oak Grove Union Elementary                        ,Sonoma         ,35,0,N/A,N/A,N/A,N/A,N/A,N/A
49708620000000,D,                                                  ,Petaluma Joint Union High                         ,Sonoma         ,851,193,24,24,24,23,150,77.72
49708620128157,S,Gateway to College Academy                        ,Petaluma Joint Union High                         ,Sonoma         ,43,0,N/A,N/A,N/A,N/A,N/A,N/A
49708624930012,S,Casa Grande High                                  ,Petaluma Joint Union High                         ,Sonoma         ,395,96,24,25,25,23,77,80.21
49708624930236,S,Valley Oaks High (Alternative)                    ,Petaluma Joint Union High                         ,Sonoma         ,19,0,N/A,N/A,N/A,N/A,N/A,N/A
49708624935151,S,Petaluma High                                     ,Petaluma Joint Union High                         ,Sonoma         ,306,97,23,24,24,23,73,75.26
49708700000000,D,                                                  ,Piner-Olivet Union Elementary                     ,Sonoma         ,15,0,N/A,N/A,N/A,N/A,N/A,N/A
49708700106344,S,Northwest Prep Charter                            ,Piner-Olivet Union Elementary                     ,Sonoma         ,15,0,N/A,N/A,N/A,N/A,N/A,N/A
49709040000000,D,                                                  ,Roseland                                          ,Sonoma         ,108,87,16,17,17,16,11,12.64
49709040101923,S,Roseland Charter                                  ,Roseland                                          ,Sonoma         ,108,87,16,17,17,16,11,12.64
49709200000000,D,                                                  ,Santa Rosa High                                   ,Sonoma         ,2041,326,25,26,26,24,269,82.52
49709200108811,S,Abraxis Charter                                   ,Santa Rosa High                                   ,Sonoma         ,16,0,N/A,N/A,N/A,N/A,N/A,N/A
49709204930160,S,Elsie Allen High                                  ,Santa Rosa High                                   ,Sonoma         ,211,23,18,20,19,19,7,30.43
49709204930244,S,Maria Carrillo High                               ,Santa Rosa High                                   ,Sonoma         ,406,126,27,28,27,26,113,89.68
49709204934154,S,Montgomery High                                   ,Santa Rosa High                                   ,Sonoma         ,399,62,25,25,26,24,52,83.87
49709204935292,S,Piner High                                        ,Santa Rosa High                                   ,Sonoma         ,221,28,22,23,24,23,21,75.00
49709204936803,S,Santa Rosa High                                   ,Santa Rosa High                                   ,Sonoma         ,457,87,24,25,25,24,76,87.36
49709530000000,D,                                                  ,Sonoma Valley Unified                             ,Sonoma         ,289,67,22,23,23,22,36,53.73
49709534937256,S,Sonoma Valley High                                ,Sonoma Valley Unified                             ,Sonoma         ,271,67,22,23,23,22,36,53.73
49709610000000,D,                                                  ,Twin Hills Union Elementary                       ,Sonoma         ,19,4,*,*,*,*,*,*
49709614930319,S,Orchard View                                      ,Twin Hills Union Elementary                       ,Sonoma         ,19,4,*,*,*,*,*,*
49738820000000,D,                                                  ,Cotati-Rohnert Park Unified                       ,Sonoma         ,485,97,23,23,24,23,63,64.95
49738820123786,S,Credo High                                        ,Cotati-Rohnert Park Unified                       ,Sonoma         ,26,4,*,*,*,*,*,*
49738820127092,S,Academy of Arts and Sciences: Sonoma              ,Cotati-Rohnert Park Unified                       ,Sonoma         ,19,0,N/A,N/A,N/A,N/A,N/A,N/A
49738824930384,S,Technology High                                   ,Cotati-Rohnert Park Unified                       ,Sonoma         ,70,41,25,25,27,25,34,82.93
49738824935482,S,Rancho Cotate High                                ,Cotati-Rohnert Park Unified                       ,Sonoma         ,332,52,21,22,21,21,25,48.08
49753580000000,D,                                                  ,Windsor Unified                                   ,Sonoma         ,473,98,23,25,22,23,64,65.31
49753584930228,S,Windsor High                                      ,Windsor Unified                                   ,Sonoma         ,421,98,23,25,22,23,64,65.31
49753900000000,D,                                                  ,Healdsburg Unified                                ,Sonoma         ,151,37,21,22,21,21,23,62.16
49753904932554,S,Healdsburg High                                   ,Healdsburg Unified                                ,Sonoma         ,143,37,21,22,21,21,23,62.16
50000000000000,C,                                                  ,                                                  ,Stanislaus     ,8403,1435,21,22,21,21,744,51.85
50105040000000,D,                                                  ,Stanislaus County Office of Education             ,Stanislaus     ,633,0,N/A,N/A,N/A,N/A,N/A,N/A
50105040129023,S,Stanislaus Alternative Charter                    ,Stanislaus County Office of Education             ,Stanislaus     ,378,0,N/A,N/A,N/A,N/A,N/A,N/A
50105045030234,S,Valley Charter High                               ,Stanislaus County Office of Education             ,Stanislaus     ,36,0,N/A,N/A,N/A,N/A,N/A,N/A
50710430000000,D,                                                  ,Ceres Unified                                     ,Stanislaus     ,1004,102,19,21,20,20,43,42.16
50710430107136,S,Whitmore Charter High                             ,Ceres Unified                                     ,Stanislaus     ,17,1,*,*,*,*,*,*
50710430108076,S,Central Valley High                               ,Ceres Unified                                     ,Stanislaus     ,428,57,18,21,19,19,20,35.09
50710435030168,S,Endeavor Alternative                              ,Ceres Unified                                     ,Stanislaus     ,83,0,N/A,N/A,N/A,N/A,N/A,N/A
50710435030879,S,Ceres High                                        ,Ceres Unified                                     ,Stanislaus     ,381,44,19,21,20,20,22,50.00
50710680000000,D,                                                  ,Denair Unified                                    ,Stanislaus     ,159,7,*,*,*,*,*,*
50710685030267,S,Denair Charter Academy                            ,Denair Unified                                    ,Stanislaus     ,91,0,N/A,N/A,N/A,N/A,N/A,N/A
50710685031521,S,Denair High                                       ,Denair Unified                                    ,Stanislaus     ,67,7,*,*,*,*,*,*
50710920000000,D,                                                  ,Hart-Ransom Union Elementary                      ,Stanislaus     ,9,2,*,*,*,*,*,*
50710926112965,S,Hart-Ransom Academic Charter                      ,Hart-Ransom Union Elementary                      ,Stanislaus     ,9,2,*,*,*,*,*,*
50711340000000,D,                                                  ,Keyes Union                                       ,Stanislaus     ,21,1,*,*,*,*,*,*
50711346113286,S,Keyes to Learning Charter                         ,Keyes Union                                       ,Stanislaus     ,21,1,*,*,*,*,*,*
50711750000000,D,                                                  ,Modesto City High                                 ,Stanislaus     ,3590,891,21,22,21,21,461,51.74
50711750110593,S,James C. Enochs High                              ,Modesto City High                                 ,Stanislaus     ,601,201,22,23,22,22,124,61.69
50711750120212,S,Aspire Vanguard College Preparatory Academy       ,Modesto City High                                 ,Stanislaus     ,23,24,15,17,18,16,3,12.50
50711750121129,S,Joseph A. Gregori High                            ,Modesto City High                                 ,Stanislaus     ,516,157,21,22,21,21,86,54.78
50711755030010,S,Fred C. Beyer High                                ,Modesto City High                                 ,Stanislaus     ,423,84,22,23,22,23,48,57.14
50711755030135,S,Peter Johansen High                               ,Modesto City High                                 ,Stanislaus     ,378,83,19,21,19,19,37,44.58
50711755031380,S,Grace M. Davis High                               ,Modesto City High                                 ,Stanislaus     ,344,35,17,19,18,18,6,17.14
50711755031802,S,Thomas Downey High                                ,Modesto City High                                 ,Stanislaus     ,417,92,21,22,22,22,56,60.87
50711755034905,S,Modesto High                                      ,Modesto City High                                 ,Stanislaus     ,563,215,21,22,21,21,101,46.98
50712170000000,D,                                                  ,Patterson Joint Unified                           ,Stanislaus     ,484,65,18,19,19,18,23,35.38
50712170133124,S,Open Valley Independent Study                     ,Patterson Joint Unified                           ,Stanislaus     ,22,0,N/A,N/A,N/A,N/A,N/A,N/A
50712175036256,S,Patterson High                                    ,Patterson Joint Unified                           ,Stanislaus     ,366,65,18,19,19,18,23,35.38
50736010000000,D,                                                  ,Newman-Crows Landing Unified                      ,Stanislaus     ,205,49,17,19,18,19,10,20.41
50736015035902,S,Orestimba High                                    ,Newman-Crows Landing Unified                      ,Stanislaus     ,182,49,17,19,18,19,10,20.41
50755490000000,D,                                                  ,Hughson Unified                                   ,Stanislaus     ,168,33,23,24,23,23,22,66.67
50755495032651,S,Hughson High                                      ,Hughson Unified                                   ,Stanislaus     ,157,33,23,24,23,23,22,66.67
50755560000000,D,                                                  ,Riverbank Unified                                 ,Stanislaus     ,204,19,19,20,20,19,10,52.63
50755565036850,S,Riverbank High                                    ,Riverbank Unified                                 ,Stanislaus     ,164,19,19,20,20,19,10,52.63
50755640000000,D,                                                  ,Oakdale Joint Unified                             ,Stanislaus     ,458,73,22,23,23,22,49,67.12
50755645030176,S,Oakdale Charter                                   ,Oakdale Joint Unified                             ,Stanislaus     ,16,0,N/A,N/A,N/A,N/A,N/A,N/A
50755645035654,S,Oakdale High                                      ,Oakdale Joint Unified                             ,Stanislaus     ,381,73,22,23,23,22,49,67.12
50755720000000,D,                                                  ,Waterford Unified                                 ,Stanislaus     ,332,31,22,22,22,21,15,48.39
50755725030259,S,Waterford High                                    ,Waterford Unified                                 ,Stanislaus     ,139,17,19,20,22,19,7,41.18
50755725030317,S,Connecting Waters Charter                         ,Waterford Unified                                 ,Stanislaus     ,173,14,*,*,*,*,*,*
50757390000000,D,                                                  ,Turlock Unified                                   ,Stanislaus     ,1136,162,22,23,23,22,102,62.96
50757390124669,S,eCademy Charter at Crane                          ,Turlock Unified                                   ,Stanislaus     ,33,1,*,*,*,*,*,*
50757390131185,S,Fusion Charter                                    ,Turlock Unified                                   ,Stanislaus     ,27,0,N/A,N/A,N/A,N/A,N/A,N/A
50757395030283,S,John H. Pitman High                               ,Turlock Unified                                   ,Stanislaus     ,484,67,22,22,23,22,38,56.72
50757395037700,S,Turlock High                                      ,Turlock Unified                                   ,Stanislaus     ,471,94,22,24,23,23,64,68.09
51000000000000,C,                                                  ,                                                  ,Sutter         ,1575,290,21,22,22,21,178,61.38
51105120000000,D,                                                  ,Sutter County Office of Education                 ,Sutter         ,109,0,N/A,N/A,N/A,N/A,N/A,N/A
51713730000000,D,                                                  ,East Nicolaus Joint Union High                    ,Sutter         ,64,9,*,*,*,*,*,*
51713735132758,S,East Nicolaus High                                ,East Nicolaus Joint Union High                    ,Sutter         ,64,9,*,*,*,*,*,*
51713990000000,D,                                                  ,Live Oak Unified                                  ,Sutter         ,127,35,21,20,21,20,19,54.29
51713995135256,S,Live Oak High                                     ,Live Oak Unified                                  ,Sutter         ,108,35,21,20,21,20,19,54.29
51714070000000,D,                                                  ,Marcum-Illinois Union Elementary                  ,Sutter         ,106,11,*,*,*,*,*,*
51714070109793,S,South Sutter Charter                              ,Marcum-Illinois Union Elementary                  ,Sutter         ,106,11,*,*,*,*,*,*
51714150000000,D,                                                  ,Meridian Elementary                               ,Sutter         ,80,0,N/A,N/A,N/A,N/A,N/A,N/A
51714150129007,S,California Virtual Academy @ Sutter               ,Meridian Elementary                               ,Sutter         ,75,0,N/A,N/A,N/A,N/A,N/A,N/A
51714490000000,D,                                                  ,Sutter Union High                                 ,Sutter         ,147,34,22,24,22,23,23,67.65
51714495137500,S,Sutter High                                       ,Sutter Union High                                 ,Sutter         ,138,34,22,24,22,23,23,67.65
51714640000000,D,                                                  ,Yuba City Unified                                 ,Sutter         ,940,201,21,22,22,22,125,62.19
51714640107722,S,River Valley High                                 ,Yuba City Unified                                 ,Sutter         ,398,102,22,23,23,22,70,68.63
51714645130075,S,Yuba City Independence Academy                    ,Yuba City Unified                                 ,Sutter         ,44,0,N/A,N/A,N/A,N/A,N/A,N/A
51714645130125,S,Yuba City Charter                                 ,Yuba City Unified                                 ,Sutter         ,22,0,N/A,N/A,N/A,N/A,N/A,N/A
51714645139001,S,Yuba City High                                    ,Yuba City Unified                                 ,Sutter         ,380,99,21,22,22,21,55,55.56
52000000000000,C,                                                  ,                                                  ,Tehama         ,672,362,17,19,19,19,116,32.04
52105200000000,D,                                                  ,Tehama County Department of Education             ,Tehama         ,26,0,N/A,N/A,N/A,N/A,N/A,N/A
52105206119671,S,Tehama eLearning Academy                          ,Tehama County Department of Education             ,Tehama         ,23,0,N/A,N/A,N/A,N/A,N/A,N/A
52715060000000,D,                                                  ,Corning Union High                                ,Tehama         ,221,103,17,19,19,19,32,31.07
52715065231709,S,Corning High                                      ,Corning Union High                                ,Tehama         ,189,103,17,19,19,19,32,31.07
52715710000000,D,                                                  ,Los Molinos Unified                               ,Tehama         ,39,40,15,16,17,16,4,10.00
52715715235106,S,Los Molinos High                                  ,Los Molinos Unified                               ,Tehama         ,39,40,15,16,17,16,4,10.00
52716390000000,D,                                                  ,Red Bluff Joint Union High                        ,Tehama         ,386,219,18,19,19,19,80,36.53
52716395237201,S,Red Bluff High                                    ,Red Bluff Joint Union High                        ,Tehama         ,331,219,18,19,19,19,80,36.53
53000000000000,C,                                                  ,                                                  ,Trinity        ,107,17,23,25,24,24,13,76.47
53750280000000,D,                                                  ,Mountain Valley Unified                           ,Trinity        ,25,1,*,*,*,*,*,*
53750285337407,S,Hayfork High                                      ,Mountain Valley Unified                           ,Trinity        ,22,1,*,*,*,*,*,*
53765130000000,D,                                                  ,Trinity Alps Unified                              ,Trinity        ,75,16,24,25,24,24,13,81.25
53765135337456,S,Trinity High                                      ,Trinity Alps Unified                              ,Trinity        ,73,16,24,25,24,24,13,81.25
54000000000000,C,                                                  ,                                                  ,Tulare         ,7176,1121,19,20,20,20,463,41.30
54105460000000,D,                                                  ,Tulare County Office of Education                 ,Tulare         ,266,14,*,*,*,*,*,*
54105460119602,S,University Preparatory High                       ,Tulare County Office of Education                 ,Tulare         ,58,14,*,*,*,*,*,*
54105465430327,S,La Sierra High                                    ,Tulare County Office of Education                 ,Tulare         ,38,0,N/A,N/A,N/A,N/A,N/A,N/A
54718030000000,D,                                                  ,Alpaugh Unified                                   ,Tulare         ,66,3,*,*,*,*,*,*
54718030112458,S,Central California Connections Academy            ,Alpaugh Unified                                   ,Tulare         ,49,3,*,*,*,*,*,*
54718035430301,S,Alpaugh Junior-Senior High                        ,Alpaugh Unified                                   ,Tulare         ,15,0,N/A,N/A,N/A,N/A,N/A,N/A
54718370000000,D,                                                  ,Burton Elementary                                 ,Tulare         ,88,9,*,*,*,*,*,*
54718370109009,S,Summit Charter Academy                            ,Burton Elementary                                 ,Tulare         ,49,9,*,*,*,*,*,*
54718370122705,S,Burton Horizon Academy                            ,Burton Elementary                                 ,Tulare         ,39,0,N/A,N/A,N/A,N/A,N/A,N/A
54718600000000,D,                                                  ,Cutler-Orosi Joint Unified                        ,Tulare         ,266,60,17,20,18,18,16,26.67
54718605430095,S,Esperanza High                                    ,Cutler-Orosi Joint Unified                        ,Tulare         ,16,0,N/A,N/A,N/A,N/A,N/A,N/A
54718605433230,S,Orosi High                                        ,Cutler-Orosi Joint Unified                        ,Tulare         ,218,60,17,20,18,18,16,26.67
54719930000000,D,                                                  ,Lindsay Unified                                   ,Tulare         ,305,8,*,*,*,*,*,*
54719930124776,S,Loma Vista Charter                                ,Lindsay Unified                                   ,Tulare         ,18,0,N/A,N/A,N/A,N/A,N/A,N/A
54719935432414,S,Lindsay Senior High                               ,Lindsay Unified                                   ,Tulare         ,261,8,*,*,*,*,*,*
54721400000000,D,                                                  ,Stone Corral Elementary                           ,Tulare         ,272,0,N/A,N/A,N/A,N/A,N/A,N/A
54721400123273,S,Crescent Valley Public Charter                    ,Stone Corral Elementary                           ,Tulare         ,272,0,N/A,N/A,N/A,N/A,N/A,N/A
54722490000000,D,                                                  ,Tulare Joint Union High                           ,Tulare         ,1209,209,19,20,21,20,96,45.93
54722490116368,S,Mission Oak High                                  ,Tulare Joint Union High                           ,Tulare         ,331,78,18,20,20,19,32,41.03
54722490130708,S,Sierra Vista Charter High                         ,Tulare Joint Union High                           ,Tulare         ,72,0,N/A,N/A,N/A,N/A,N/A,N/A
54722495435409,S,Tulare Union High                                 ,Tulare Joint Union High                           ,Tulare         ,377,60,19,20,21,20,28,46.67
54722495435466,S,Tulare Western High                               ,Tulare Joint Union High                           ,Tulare         ,391,71,19,21,21,20,36,50.70
54722560000000,D,                                                  ,Visalia Unified                                   ,Tulare         ,2006,317,21,22,21,21,173,54.57
54722560109751,S,Visalia Charter Independent Study                 ,Visalia Unified                                   ,Tulare         ,202,0,N/A,N/A,N/A,N/A,N/A,N/A
54722560120659,S,Visalia Technical Early College                   ,Visalia Unified                                   ,Tulare         ,55,3,*,*,*,*,*,*
54722565430046,S,Golden West High                                  ,Visalia Unified                                   ,Tulare         ,374,66,20,22,21,21,29,43.94
54722565430368,S,El Diamante High                                  ,Visalia Unified                                   ,Tulare         ,418,104,21,23,21,21,59,56.73
54722565432828,S,Mt. Whitney High                                  ,Visalia Unified                                   ,Tulare         ,316,22,22,24,22,23,13,59.09
54722565434527,S,Redwood High                                      ,Visalia Unified                                   ,Tulare         ,463,122,21,22,21,22,70,57.38
54753250000000,D,                                                  ,Farmersville Unified                              ,Tulare         ,202,92,15,17,17,16,13,14.13
54753255430210,S,Farmersville High                                 ,Farmersville Unified                              ,Tulare         ,171,92,15,17,17,16,13,14.13
54755230000000,D,                                                  ,Porterville Unified                               ,Tulare         ,1458,200,19,20,20,20,90,45.00
54755230114348,S,Butterfield Charter High                          ,Porterville Unified                               ,Tulare         ,174,0,N/A,N/A,N/A,N/A,N/A,N/A
54755230116590,S,Harmony Magnet Academy                            ,Porterville Unified                               ,Tulare         ,93,26,23,24,24,23,21,80.77
54755235430251,S,Granite Hills High                                ,Porterville Unified                               ,Tulare         ,253,34,18,19,18,19,9,26.47
54755235430350,S,Prospect Education Center                         ,Porterville Unified                               ,Tulare         ,24,0,N/A,N/A,N/A,N/A,N/A,N/A
54755235432786,S,Monache High                                      ,Porterville Unified                               ,Tulare         ,336,63,20,20,21,20,33,52.38
54755235434113,S,Porterville High                                  ,Porterville Unified                               ,Tulare         ,412,64,18,19,20,19,25,39.06
54755235434931,S,Strathmore High                                   ,Porterville Unified                               ,Tulare         ,65,13,*,*,*,*,*,*
54755310000000,D,                                                  ,Dinuba Unified                                    ,Tulare         ,561,114,17,18,18,19,24,21.05
54755310102186,S,Ronald Reagan Academy                             ,Dinuba Unified                                    ,Tulare         ,63,0,N/A,N/A,N/A,N/A,N/A,N/A
54755315431184,S,Dinuba High                                       ,Dinuba Unified                                    ,Tulare         ,464,114,17,18,18,19,24,21.05
54767940000000,D,                                                  ,Woodlake Unified                                  ,Tulare         ,200,66,17,18,18,18,16,24.24
54767945436282,S,Woodlake High                                     ,Woodlake Unified                                  ,Tulare         ,174,66,17,18,18,18,16,24.24
54768360000000,D,                                                  ,Exeter Unified                                    ,Tulare         ,277,29,21,23,21,22,16,55.17
54768365430087,S,Exeter Independent Study (Alternative)            ,Exeter Unified                                    ,Tulare         ,16,0,N/A,N/A,N/A,N/A,N/A,N/A
54768365431598,S,Exeter Union High                                 ,Exeter Unified                                    ,Tulare         ,228,29,21,23,21,22,16,55.17
55000000000000,C,                                                  ,                                                  ,Tuolumne       ,507,39,24,25,23,24,36,92.31
55105530000000,D,                                                  ,Tuolumne County Superintendent of Schools         ,Tuolumne       ,17,0,N/A,N/A,N/A,N/A,N/A,N/A
55723630000000,D,                                                  ,Jamestown Elementary                              ,Tuolumne       ,22,3,*,*,*,*,*,*
55723630100099,S,California Virtual Academy @ Jamestown            ,Jamestown Elementary                              ,Tuolumne       ,22,3,*,*,*,*,*,*
55723890000000,D,                                                  ,Sonora Union High                                 ,Tuolumne       ,232,6,*,*,*,*,*,*
55723895530043,S,Theodore Bird High                                ,Sonora Union High                                 ,Tuolumne       ,28,0,N/A,N/A,N/A,N/A,N/A,N/A
55723895536503,S,Sonora High                                       ,Sonora Union High                                 ,Tuolumne       ,179,6,*,*,*,*,*,*
55724130000000,D,                                                  ,Summerville Union High                            ,Tuolumne       ,215,29,24,26,23,23,27,93.10
55724130112276,S,Gold Rush Charter                                 ,Summerville Union High                            ,Tuolumne       ,43,0,N/A,N/A,N/A,N/A,N/A,N/A
55724135530191,S,Connections Visual and Performing Arts Academy    ,Summerville Union High                            ,Tuolumne       ,44,0,N/A,N/A,N/A,N/A,N/A,N/A
55724135536750,S,Summerville High                                  ,Summerville Union High                            ,Tuolumne       ,116,29,24,26,23,23,27,93.10
55751840000000,D,                                                  ,Big Oak Flat-Groveland Unified                    ,Tuolumne       ,21,1,*,*,*,*,*,*
55751845530076,S,Tioga High                                        ,Big Oak Flat-Groveland Unified                    ,Tuolumne       ,9,1,*,*,*,*,*,*
56000000000000,C,                                                  ,                                                  ,Ventura        ,11671,2209,24,24,24,23,1572,71.16
56105610000000,D,                                                  ,Ventura County Office of Education                ,Ventura        ,717,1,*,*,*,*,*,*
56105610109900,S,Vista Real Charter High                           ,Ventura County Office of Education                ,Ventura        ,595,1,*,*,*,*,*,*
56724540000000,D,                                                  ,Fillmore Unified                                  ,Ventura        ,241,30,19,20,22,20,15,50.00
56724545632021,S,Fillmore Senior High                              ,Fillmore Unified                                  ,Ventura        ,197,30,19,20,22,20,15,50.00
56724700000000,D,                                                  ,Mesa Union Elementary                             ,Ventura        ,21,4,*,*,*,*,*,*
56724705630363,S,Golden Valley Charter                             ,Mesa Union Elementary                             ,Ventura        ,21,4,*,*,*,*,*,*
56725040000000,D,                                                  ,Mupu Elementary                                   ,Ventura        ,62,0,N/A,N/A,N/A,N/A,N/A,N/A
56725040127043,S,Academy of Arts and Sciences: Thousand Oaks & Simi,Mupu Elementary                                   ,Ventura        ,53,0,N/A,N/A,N/A,N/A,N/A,N/A
56725200000000,D,                                                  ,Ojai Unified                                      ,Ventura        ,236,21,21,22,22,21,13,61.90
56725205634076,S,Nordhoff High                                     ,Ojai Unified                                      ,Ventura        ,193,21,21,22,22,21,13,61.90
56725460000000,D,                                                  ,Oxnard Union High                                 ,Ventura        ,4108,562,20,21,21,21,273,48.58
56725460120634,S,"Architecture, Construction & Engineering Charter H",Oxnard Union High                                 ,Ventura        ,45,1,*,*,*,*,*,*
56725460125674,S,Condor High                                       ,Oxnard Union High                                 ,Ventura        ,309,0,N/A,N/A,N/A,N/A,N/A,N/A
56725465630389,S,Pacifica High                                     ,Oxnard Union High                                 ,Ventura        ,752,96,18,19,19,19,28,29.17
56725465631619,S,Adolfo Camarillo High                             ,Oxnard Union High                                 ,Ventura        ,610,117,24,25,26,24,98,83.76
56725465631742,S,Channel Islands High                              ,Oxnard Union High                                 ,Ventura        ,576,143,18,19,19,19,40,27.97
56725465632849,S,Hueneme High                                      ,Oxnard Union High                                 ,Ventura        ,375,31,17,19,18,19,11,35.48
56725465634548,S,Oxnard High                                       ,Oxnard Union High                                 ,Ventura        ,636,83,20,21,21,21,41,49.40
56725465634761,S,Rio Mesa High                                     ,Oxnard Union High                                 ,Ventura        ,475,91,22,22,22,22,54,59.34
56726030000000,D,                                                  ,Simi Valley Unified                               ,Ventura        ,1532,232,25,26,25,25,197,84.91
56726035630249,S,Monte Vista                                       ,Simi Valley Unified                               ,Ventura        ,51,2,*,*,*,*,*,*
