,City,Sname,Type,gsId,Lat,Lon,Enrollment,gsRating,ParentRating
383,Richmond,Salesian College Preparatory,private,8216,37.95182,-122.342186,430,,4
384,Richmond,"Spectrum Center, Inc.-Deanza Satellite Campus",private,15867,37.969086,-122.28723,,,5
385,Richmond,Summit Public School: Tamalpais,charter,32482,37.977932,-122.32721,,,
386,Richmond,West Contra Costa Adult Education,public,13728,37.948013,-122.32149,,,
387,San Pablo,Malcolm X Academy,private,17142,37.9518,-122.3507,,,5
388,San Pablo,Middle College High School,public,594,37.968887,-122.34215,278,10,4
389,San Pablo,Spectrum Center - Tara Hills,private,10125,37.998283,-122.32306,44,,5
390,San Pablo,Vista High (Alternative) School,public,10888,37.968327,-122.32609,273,,5
391,San Ramon,California High School,public,537,37.747295,-121.94758,2667,10,4
392,San Ramon,Dougherty Valley High School,public,17434,37.767647,-121.90229,2759,10,4
393,San Ramon,Venture (Alternative) School,public,10889,37.767193,-121.90383,182,7,5
394,Walnut Creek,Acalanes Adult Education Center,public,14730,37.87668,-122.07251,,,
395,Walnut Creek,Acalanes Center For Independent Study,public,14144,37.877663,-122.07422,39,7,5
396,Walnut Creek,Benham Academy,private,23792,37.930717,-122.04043,,,
397,Walnut Creek,Berean Christian High School,private,8571,37.913734,-122.0321,418,,4
398,Walnut Creek,Contra Costa Christian Schools,private,9167,37.922283,-122.07919,300,,4
399,Walnut Creek,Contra Costa Midrasha,private,24218,37.898457,-122.04459,,,
400,Walnut Creek,Contra Costa School Of Performing Arts,charter,32484,37.930237,-122.02474,,5,
401,Walnut Creek,Fusion Academy Walnut Creek,private,25874,37.929035,-122.05832,55,,
402,Walnut Creek,Futures Academy - Walnut Creek,private,31749,37.904167,-122.06879,60,,
403,Walnut Creek,Las Lomas High School,public,405,37.89014,-122.05741,1528,9,4
404,Walnut Creek,Northgate High School,public,486,37.910095,-122.00698,1599,10,4
405,Walnut Creek,Spectrum Center-Northgate Campus,private,17144,37.9073,-122.007,,,
406,Crescent City,Castle Rock School,charter,11930,41.767857,-124.21144,377,,5
407,Crescent City,Del Norte County Rop School,public,15039,41.76731,-124.20913,,,
409,Crescent City,Foursquare Christian,private,9170,41.75866,-124.205246,76,,4
410,Crescent City,Lighthouse Christian Academy,private,15876,41.779053,-124.178215,,,
411,Crescent City,Sunset High School,public,665,41.809254,-124.15409,77,,5
412,Placerville,A Tutoring Place High School,private,15133,38.738472,-120.77508,,,
413,Placerville,American Christian Academy - Ext,private,15878,38.688976,-120.62565,,,
414,Placerville,Central Sierra Rop School,public,15041,38.72032,-120.86639,,,
416,Placerville,El Dorado Adventist,private,9012,38.729073,-120.75966,,,4
417,Placerville,El Dorado Coe Adult Education,public,16898,38.72208,-120.86677,,,
418,Placerville,El Dorado High School,public,679,38.732334,-120.81274,1176,8,4
419,Placerville,Highway Bible Christian Academy,private,15884,38.6998,-120.8496,,,3
420,Placerville,Sierra Ranch School,private,15304,38.69322,-120.83845,,,
421,Placerville,Sky Mountain Charter School,charter,17444,38.6998,-120.8227,1700,3,4
423,Placerville,Summitview,private,15318,38.674267,-120.67313,22,,
424,El Dorado,Eduhsd Virtual Academy At Shenandoah,charter,12460,38.68178,-120.83825,91,5,4
425,El Dorado,Guiding Hands School,private,23806,38.63677,-121.0703,170,,
426,El Dorado,"Guiding Hands School, Inc.",private,13386,38.636765,-121.07081,143,,5
427,El Dorado,Independence Learning Academy,private,23807,38.591812,-120.79903,,,
428,El Dorado,John Adams Academy - El Dorado Hills,charter,32577,38.648163,-121.06963,525,,
429,El Dorado,Moreau Academy,private,15887,38.6802,-121.0591,,,5
430,El Dorado,Oak Ridge High School,public,681,38.681694,-121.07067,2400,9,4
431,El Dorado,Union Mine High School,public,10893,38.681606,-120.83827,1047,8,5
432,South Lake Tahoe,Elizabeth-Anne Seaton Homeschool,private,31250,38.93801,-119.96058,,,
433,South Lake Tahoe,Mt. Tallac High School,public,691,38.90736,-120.01261,98,,5
435,South Lake Tahoe,Sunshine Mountain School,private,25889,38.864357,-120.004456,,,
437,South Lake Tahoe,Walden School,private,10379,38.94003,-119.9398,,,
438,Clovis,A.C.E.S.,private,23809,36.80193,-119.654686,,,
439,Clovis,Bible Christian Academy,private,15891,36.794697,-119.719505,,,
440,Clovis,Buchanan High School,public,736,36.857338,-119.71317,2709,9,4
441,Clovis,Clovis Adult,public,14024,36.83444,-119.69052,,,
442,Clovis,Clovis Community Day Secondary School,public,15042,36.83594,-119.68948,66,,4
443,Clovis,Clovis East High School,public,10896,36.79755,-119.63892,2203,7,4
444,Clovis,Clovis High School,public,740,36.818233,-119.68183,2939,8,4
445,Clovis,Clovis Online Charter School,charter,25098,36.833214,-119.68406,299,2,
446,Clovis,Enterprise Alternative School,public,10895,36.837605,-119.68745,79,,4
448,Clovis,Logos Christian Conservatory,private,25894,36.83452,-119.63963,,,
449,Clovis,New Life Christian Academy,private,15904,37.0308,-119.5302,,,
450,Clovis,Sequoia Christian Academy,private,23814,36.850647,-119.71341,,,
451,Clovis,Tower Christian School,private,15912,36.86304,-119.54298,,,5
452,Coalinga,Cambridge High School,public,768,36.145138,-120.3598,65,,
453,Coalinga,Coalinga High School,public,771,36.1439,-120.3627,1183,3,3
454,Coalinga,Faith Christian Academy,private,10515,36.135624,-120.3642,150,,5
456,Coalinga,Miles W. Culwell Community Day School,public,14886,36.1509,-120.36231,5,,5
457,Coalinga,Pleasant Valley Day School,private,10325,36.26157,-120.43576,,,
458,Firebaugh,El Puente High School,public,781,36.85255,-120.44806,10,,
459,Firebaugh,Firebaugh Community Day,public,25241,36.85266,-120.44726,7,,
460,Firebaugh,Firebaugh High School,public,782,36.846874,-120.44691,676,4,4
461,Firebaugh,Firebaugh-Las Deltas Adult,public,14537,36.847454,-120.44658,,,
462,Fowler,Fowler Academy Community Day (9-12),public,14105,36.634487,-119.66768,7,,
464,Fowler,Fowler Academy Independent Study,public,25095,36.634483,-119.66766,4,,
465,Fowler,Fowler High School,public,786,36.63309,-119.67268,772,6,4
466,Fresno,Ambassador Phillip V. Sanchez Ii Public Charter,charter,32582,36.727417,-119.80366,,,
467,Fresno,Ambassador Phillip V. Sanchez Public Charter,charter,25789,36.737904,-119.69793,591,,5
468,Fresno,Big Picture High School - Fresno,charter,25091,36.73015,-119.80866,119,1,5
469,Fresno,Bullard High School,public,801,36.81715,-119.81057,2639,5,4
470,Fresno,Calvary Chapel Christian,private,15893,36.780556,-119.767426,,,
471,Fresno,Cambridge Continuation High School,public,804,36.73348,-119.73632,533,,4
472,Fresno,Campus Christian Academy,private,15894,36.748863,-119.717094,,,5
473,Fresno,Campus Christian Academy,private,24188,36.7475,-119.7716,,,
474,Fresno,Career Technical Education Charter,public,32579,36.76003,-119.77896,,,
475,Fresno,Carpe Diem Academy,private,31254,36.72321,-119.733795,,,
476,Fresno,Carter G. Woodson Public Charter School,charter,11933,36.78079,-119.76792,329,,4
477,Fresno,Central High East Campus,public,722,36.787388,-119.88038,4142,4,4
478,Fresno,Central Unified Adult Education,public,13840,36.778008,-119.86168,,,
479,Fresno,Central Unified Alternative/Opportunity,public,10906,36.777794,-119.86226,228,,5
480,Fresno,Central Valley Christian Academy,private,15169,36.786873,-119.75571,54,,4
481,Fresno,Clovis Christian School,private,9335,36.77885,-119.69612,6,,3
482,Fresno,Clovis North High School,public,17555,36.89069,-119.73344,2459,10,3
483,Fresno,Clovis West High School,public,741,36.859234,-119.76356,2095,9,4
484,Fresno,Cornerstone Christian School,private,15898,36.772,-119.6662,,,2
485,Fresno,Crescent View South Charter School,charter,25101,36.808334,-119.87032,582,,4
487,Fresno,Crescent View West Charter School,charter,25202,36.780422,-119.7893,396,,5
488,Fresno,Design Science Early College High School,public,13915,36.7695,-119.78712,256,9,5
489,Fresno,Dewolf Continuation High School,public,811,36.78646,-119.83988,106,,3
490,Fresno,Dunamis Inc. School,private,25892,36.772953,-119.74078,200,,
491,Fresno,Easton Community Day School,public,14789,36.650368,-119.7954,4,,
493,Fresno,Edison High School,public,817,36.721287,-119.80502,2553,7,5
495,Fresno,Erma Duncan Polytechnical High School,public,813,36.78503,-119.75317,986,5,5
496,Fresno,Faith Baptist Academy,private,15899,36.77912,-119.80952,,,5
497,Fresno,Faith Baptist Academy,private,24247,36.779022,-119.81066,,,
498,Fresno,Florence E. Rata School,public,12391,36.824615,-119.81682,43,,5
499,Fresno,Fresno Adult,public,14111,36.74239,-119.78947,,,
500,Fresno,Fresno Adventist Academy,private,9017,36.759327,-119.71147,239,,4
501,Fresno,"Fresno Christian Academy, Pssp",private,15900,36.817493,-119.85994,52,,5
502,Fresno,Fresno Christian Schools,private,15511,36.84164,-119.75659,464,,4
503,Fresno,Fresno County Community School,public,14209,36.7707,-119.73018,58,,3
504,Fresno,Fresno County Special Education Local Plan School,public,12597,36.735687,-119.79037,609,1,
505,Fresno,Fresno High School,public,825,36.76603,-119.8042,2410,2,4
506,Fresno,Fresno Rop School,public,15045,36.808716,-119.76505,,,
507,Fresno,Fulton Special Education School,public,12365,36.778847,-119.7636,25,3,
508,Fresno,Herbert Hoover High School,public,831,36.81751,-119.7722,1896,2,3
509,Fresno,Inspire Charter School - Central,charter,32479,36.838837,-119.75045,,4,
510,Fresno,J. E. Young Academic Center,public,10899,36.753918,-119.78923,474,,5
511,Fresno,Jensen's Academy,private,25893,36.822132,-119.75961,,,
512,Fresno,Koinonia Christian,private,31257,36.837055,-119.74857,,,
513,Fresno,Mclane High School,public,847,36.775417,-119.75452,1774,1,4
514,Fresno,New Harvest Christian School,private,23812,36.76234,-119.73651,18,,
515,Fresno,Pathfinders Institute,private,17151,36.8068,-119.8673,,,
516,Fresno,Pathway Community Day School,public,17608,36.742947,-119.82204,22,,
517,Fresno,Pershing Continuation High School,public,729,36.74278,-119.82149,127,,5
518,Fresno,Phillip J Patino School Of Entrepreneurship,public,32030,36.76955,-119.78828,107,8,
519,Fresno,Phoenix Secondary School,public,25106,36.71473,-119.72332,61,1,
520,Fresno,Racing for Excellence Academy,private,25896,36.84023,-119.767685,,,
521,Fresno,Reaching Potentials Education Institute,private,26788,36.85184,-119.77118,,,
522,Fresno,Reaching Potentials Educational Institute,private,17152,36.835484,-119.735794,,,
523,Fresno,Roosevelt High School,public,855,36.74309,-119.75379,2203,1,4
524,Fresno,San Joaquin Memorial High School,private,8166,36.763638,-119.77974,588,,4
525,Fresno,School Of Unlimited Learning,charter,858,36.742565,-119.79289,213,,5
527,Fresno,Sierra Charter School,charter,17508,36.767883,-119.72913,453,3,4
528,Fresno,Sierra View Christian,private,15909,36.8584,-119.756,,,
529,Fresno,Sierra View Christian Academy,private,15910,36.847946,-119.74053,,,
530,Fresno,Souls Harbor Christian Academy,private,15308,36.851326,-119.791046,,,
531,Fresno,Sunnyside High School,public,10900,36.73372,-119.71832,2846,3,4
532,Fresno,The Mission School,private,31259,36.75906,-119.80718,,,
533,Fresno,Trinity Torres Academy,private,31261,36.78333,-119.748215,,,
534,Fresno,Truth Tabernacle Christian School,private,9174,36.79809,-119.77319,108,,5
535,Fresno,University High School,charter,17534,36.80971,-119.74805,482,10,4
536,Fresno,W. E. B. Dubois Public Charter School,charter,11710,36.706627,-119.79989,413,2,4
537,Fresno,Washington High School,public,974,36.648148,-119.79091,1032,3,4
538,Fresno,West Park Charter Academy,charter,971,36.691383,-119.8535,248,,5
539,Fresno,World Harvest Christian Academy,private,15354,36.81045,-119.92439,,,5
540,Huron,Chesnut High (Continuation) School,public,770,36.21033,-120.09857,23,,
541,Kerman,Enterprise High School,public,904,36.729427,-120.06479,58,,
542,Kerman,Kerman High School,public,902,36.731937,-120.06485,1395,4,4
543,Kingsburg,Bucher Christian,private,15892,36.5222,-119.5477,,,
544,Kingsburg,Kingsburg High School,public,910,36.517914,-119.5478,1117,7,4
545,Kingsburg,Kingsburg Independent Study High,public,25791,36.51791,-119.54108,33,2,
546,Kingsburg,Oasis Continuation High School,public,911,36.51794,-119.54157,36,,
547,Mendota,Christian Life Academy,private,15896,36.7595,-120.3758,,,
548,Mendota,Mendota Community Day School,public,14248,36.755367,-120.38806,2,,
549,Mendota,Mendota Continuation High School,public,918,36.75533,-120.38925,16,,5
550,Mendota,Mendota High School,public,919,36.749348,-120.37703,844,2,4
551,Orange Cove,Orange Cove High School,public,14753,36.617653,-119.32274,631,4,5
552,Parlier,Parlier Adult,public,14729,36.615616,-119.52803,,,
553,Parlier,Parlier High School,public,927,36.61431,-119.52539,836,3,3
554,Parlier,San Joaquin Valley High,public,26971,36.611195,-119.5299,54,1,
555,Reedley,Immanuel Schools,private,15092,36.586613,-119.45753,549,,4
556,Reedley,Kings Canyon Adult,public,14792,36.60233,-119.45566,,,
557,Reedley,Klip International,private,31256,36.59776,-119.45193,,,
558,Reedley,Mountain View (Alternative) School,public,892,36.600517,-119.43888,113,,
559,Reedley,Reedley High School,public,897,36.60066,-119.45583,1737,6,4
560,Reedley,Reedley Middle College High,charter,26969,36.60607,-119.45861,126,8,
561,Sanger,Bethel Christian School,private,15159,36.702118,-119.57358,,,
562,Sanger,Community Day School,public,14494,36.705124,-119.55399,43,,4
563,Sanger,Hallmark Charter School,charter,10904,36.703068,-119.57139,368,6,4
564,Sanger,Kings River High (Continuation) School,public,941,36.70585,-119.56211,82,,5
565,Sanger,Sanger Adult,public,13861,36.70133,-119.57673,,,
566,Sanger,Sanger High School,public,945,36.720493,-119.57411,2852,7,4
568,Sanger,Valley Rop School,public,15044,36.698093,-119.56005,,,
569,Selma,Heartland High (Continuation) School,public,951,36.569176,-119.61837,54,1,5
570,Selma,Selma Adult,public,14835,36.58084,-119.6152,,,
571,Selma,Selma High School,public,956,36.5809,-119.6152,1784,5,4
573,Orland,North Valley Christian Schools,private,15287,39.74719,-122.172966,,,5
574,Orland,North Valley High (Continuation) School,public,982,39.754375,-122.19123,35,2,
576,Orland,Orland High School,public,983,39.750984,-122.19017,694,6,3
578,Orland,William Finch School,charter,14777,39.749588,-122.19749,64,3,5
579,Willows,Glenn Adult Program,public,14837,39.51537,-122.20881,,,
581,Willows,Glenn County Special Education School,public,12616,39.51763,-122.2089,63,,
583,Willows,Willows Baptist Academy,private,9317,39.53205,-122.19344,,,
584,Willows,Willows Community High School,public,993,39.517933,-122.2035,25,,
585,Willows,Willows High School,public,994,39.521843,-122.20106,443,3,4
586,Arcata,Arcata High School,public,1047,40.875687,-124.08991,855,8,3
587,Arcata,Laurel Tree Charter,charter,25778,40.89941,-124.08351,123,3,
588,Arcata,Northcoast Preparatory And Performing Arts Academy,charter,17542,40.87253,-124.09668,176,8,5
591,Eureka,Academy Of The Redwoods,public,14525,40.69822,-124.19641,178,9,5
592,Eureka,Alder Grove Charter School,charter,16909,40.79982,-124.16562,379,4,4
593,Eureka,Eureka Adult,public,14533,40.788143,-124.15925,,,
594,Eureka,Eureka Community School,public,13881,40.80299,-124.15239,66,,4
595,Eureka,Eureka Senior High School,public,1007,40.790302,-124.15887,1093,6,3
596,Eureka,Glen Paul School,public,12334,40.765965,-124.14037,95,,
597,Eureka,Gospel Outreach School,private,15914,40.794846,-124.17237,25,,3
598,Eureka,Humboldt County Rop School,public,15049,40.80063,-124.14983,,,
599,Eureka,Koinonia Academy,private,15915,40.779896,-124.16483,,,5
600,Eureka,Pacific View Charter 2.0,charter,32585,40.783318,-124.1693,,,
601,Eureka,St Bernard's Catholic School,private,8414,40.7836,-124.16784,234,,4
602,Eureka,Zoe Barnum High School,public,1005,40.780502,-124.17316,59,,4
603,Ferndale,Ferndale High School,public,1019,40.578793,-124.2614,162,6,4
604,Ferndale,Moore Academy,private,15916,40.592834,-124.25527,,,
605,Fortuna,East High (Continuation) School,public,1024,40.596058,-124.15027,82,,5
606,Fortuna,Eel River Community School,public,13877,40.589832,-124.14181,63,,3
607,Fortuna,Fortuna Adult Education,public,14303,40.59525,-124.1534,,,
609,Fortuna,New Life Christian School,private,15273,40.588257,-124.14772,82,,5
610,Fortuna,New Life Christian School,private,25901,40.576996,-124.14629,,,
611,Fortuna,North Coast Mennonite,private,30718,40.544235,-124.14034,,,
612,Brawley,Brawley Christian Academy,private,10415,32.982307,-115.5391,98,,4
613,Brawley,Brawley High School,public,1073,32.982857,-115.53491,1690,6,3
